Original Signal,Approximation,D 1,D 2,D 3,D 4,D 5,D 6,D 7
-1.929999999999999938e+00,1.436234051484413521e-01,2.588749537379656518e-01,-2.459694860407204975e-01,5.395165074629976187e-01,-2.837587987282803870e-02,2.935174826759699429e-01,2.329837539938632851e-01,-1.506207715233377487e-01
-1.530000000000000027e+00,1.450485699865969036e-01,-4.128941916244321941e-01,2.448332793609596658e-01,4.558019098877866271e-01,-6.365165177496895366e-02,2.389993311623485051e-01,2.253794131951613600e-01,-1.511127352381361200e-01
-9.200000000000000400e-01,1.488449744635918781e-01,-2.007402885326976527e-01,4.662646981283871117e-01,2.148090345181439265e-01,-1.288709884094177416e-02,1.754534867742510995e-01,2.108621019512740835e-01,-1.552022008083677740e-01
-4.299999999999999933e-01,1.537852100127284627e-01,2.176442841485015656e-02,1.986730253231153709e-01,-8.495011809790578572e-02,-1.053470056161530388e-02,8.565833431369482276e-02,1.928875576855385854e-01,-1.636824925245655427e-01
-2.200000000000000011e-01,1.596913304386900212e-01,1.066025403784439107e-01,-4.095559871367695504e-01,-2.235739773756314497e-01,-2.444034648628611028e-02,9.093316228621445285e-03,1.879546906983201315e-01,-1.767678412732400228e-01
-4.299999999999999933e-01,1.638316900749968441e-01,1.690544456622767588e-01,-6.014958224795261543e-01,-3.056435383956914720e-01,-2.376721227317254992e-02,-5.447522999001651323e-02,1.946590314788066156e-01,-1.892348732360991659e-01
-2.999999999999999889e-02,1.665162603357125681e-01,-1.698862066797607873e-01,-2.402635420225174290e-01,-9.792282685604924986e-02,4.257272961677896483e-03,-1.064619032945468835e-01,2.068489638900481986e-01,-2.032680416418984337e-01
-4.400000000000000022e-01,1.672954705589870250e-01,2.208012701892219376e-01,1.171285608416780533e-01,3.691001029107765508e-02,1.532305356872173396e-01,-1.178829932162534372e-01,2.181217822919550298e-01,-2.164313056725065409e-01
-6.600000000000000311e-01,1.666134595486135073e-01,9.233937586588025770e-03,1.812519268431161401e-01,-1.666617531796366070e-03,3.229159194867094462e-01,-9.712323548462119260e-02,2.299265851180385400e-01,-2.221345694762748846e-01
-4.299999999999999933e-01,1.633155722394629139e-01,-1.710640646055101577e-01,1.830480253231153986e-01,-1.545345613121569817e-01,5.078596716904530961e-01,-6.782366645301707297e-02,2.414598715353378222e-01,-2.181946196431781004e-01
-2.999999999999999889e-02,1.584038242782861428e-01,-9.923393758658796693e-02,2.603597314548516950e-01,-4.610833294410810468e-01,5.575819733946447698e-01,-5.700364051787836644e-02,2.467731997751917428e-01,-2.068246500616170991e-01
4.899999999999999911e-01,1.522232266226978270e-01,-5.653684177437179326e-02,8.037057589700652427e-02,-5.509636032752137647e-01,5.996214232001233491e-01,-9.136377205425197379e-02,2.292398559915482248e-01,-1.941444793034071692e-01
-2.999999999999999889e-02,1.466546152880802700e-01,3.441858428704208661e-01,-2.708424898045527218e-01,-4.597994193929973439e-01,6.211986382412306718e-01,-1.544519001011311066e-01,1.880942421306252554e-01,-1.862747024516983874e-01
7.900000000000000355e-01,1.430143207901964086e-01,-3.624519052838328648e-01,-3.021593676455117117e-01,-1.835841532054499625e-01,6.147877599023230388e-01,-2.445022113077933157e-01,1.266316895349089977e-01,-1.859185191678642268e-01
4.899999999999999911e-01,1.400382909057634739e-01,2.598686027918558628e-01,-1.635734985006057074e-02,9.487345656083956413e-02,5.634479323004807361e-01,-3.312657935165176926e-01,6.711042066666798867e-02,-1.892941586117877495e-01
6.400000000000000133e-01,1.383409307137167532e-01,-5.119074486610653008e-02,7.182368354874357763e-02,2.090971287405412882e-01,4.057562659377848546e-01,-3.889600197699404349e-01,2.421145057877753526e-02,-1.936014362485873885e-01
-4.299999999999999933e-01,1.367624879776488944e-01,3.754598902285044559e-01,-3.436780892359214690e-02,1.830548820933549925e-01,2.215822552621994901e-01,-4.286368224427996032e-01,-6.948176577655972019e-03,-1.976066452632434245e-01
1.499999999999999944e-01,1.353529009978925446e-01,-4.518477309068270609e-01,1.395091873125756665e-01,3.685843852754583372e-03,-1.610462926829203667e-03,-4.400252773365399550e-01,-3.129726308464334666e-02,-2.049011459756537867e-01
7.900000000000000355e-01,1.325709195388144190e-01,-1.714758601178475172e-01,4.143424666735353590e-01,-1.401993752920971392e-01,-1.216428977008867929e-01,-4.256538527718016773e-01,-5.546492110330029923e-02,-2.160180864113794841e-01
6.400000000000000133e-01,1.278601471103923415e-01,2.642996361906599923e-01,1.775620452383250281e-01,-2.202441798624569513e-01,-2.312759630990458559e-01,-3.696375201056052995e-01,-6.174352027061220938e-02,-2.308520540800917953e-01
-4.400000000000000022e-01,1.197489132906580933e-01,3.898909236273085943e-01,-4.073853434184452893e-01,-1.482166622220968399e-01,-3.452343653157227132e-01,-2.948094363314747168e-01,-6.176946385650322613e-02,-2.414026635609652360e-01
-2.439999999999999947e+00,1.109009768431112597e-01,3.992867492503027749e-01,-3.859241814289851025e-01,6.607304570359795459e-03,-4.460084223024592953e-01,-2.130765645404149033e-01,-5.315462408565117813e-02,-2.428609158309863736e-01
-1.209999999999999964e+00,1.018879328876330231e-01,-1.018879670685512995e+00,4.482867723813199756e-01,1.458573035880260937e-01,-5.399708507195701834e-01,-1.206076752712788025e-01,-4.273647806535439686e-02,-2.340307385695426790e-01
1.070000000000000062e+00,9.387292689153342584e-02,-6.541471820493492961e-01,1.073646388181085376e+00,1.960471399131163694e-01,-5.512293992881026616e-01,-4.976578064260889223e-02,-3.416827978889608319e-02,-2.193430860624513146e-01
2.209999999999999964e+00,8.704986687356597308e-02,2.932355715851497902e-01,2.552919903525772138e-01,1.653882982757507725e-01,-5.426226010052278559e-01,2.436921949951029176e-03,-3.387985138079352421e-02,-2.063212748762830451e-01
2.209999999999999964e+00,8.052559421338814638e-02,4.936344801571298513e-01,-1.367398315024201505e+00,2.075404141815584136e-01,-5.004389205556311060e-01,5.085429731379650931e-02,-4.338643172177550356e-02,-1.961906806417664795e-01
1.199999999999999956e+00,7.456855872885999326e-02,4.492386545341355841e-01,-1.598947064822529018e+00,3.292196055138935096e-01,-4.955384097485199257e-01,9.458964122851207246e-02,-5.082468008531872833e-02,-1.889439588535629655e-01
6.400000000000000133e-01,6.894640769684029502e-02,-6.125644347017855651e-02,-3.065070985523389302e-01,5.824270630751517963e-01,-5.048422027010345259e-01,1.586721232436843765e-01,-4.801567194562882113e-02,-1.840013173869733953e-01
9.300000000000000488e-01,6.389856351925726763e-02,-3.314582562299426272e-01,9.056375399750984378e-01,5.286749704968281005e-01,-4.325947444899563288e-01,2.235403323130802644e-01,-4.517553447660974109e-02,-1.807604108133400445e-01
1.070000000000000062e+00,5.889607352551909369e-02,-2.655444566227671555e-02,1.125430347326956459e+00,8.333451162496921527e-02,-3.265112213683239450e-01,2.928430278456292113e-01,-4.891817945111519295e-02,-1.808213659873945112e-01
1.499999999999999944e-01,5.384019390480389300e-02,3.757226846447926927e-01,4.017282417226384350e-01,-5.547556967350348867e-01,-1.814702182772603145e-01,3.639639005738536937e-01,-5.741810947423733880e-02,-1.812401928396218387e-01
-2.999999999999999889e-02,4.958624758294362389e-02,-1.557179676972449134e-01,-2.193829386826370298e-01,-1.194123468997433601e+00,-1.031219420632628059e-01,4.314832753836891355e-01,-5.670775908328955228e-02,-1.802605021590458767e-01
