Original Signal,Approximation,D 1,D 2,D 3,D 4,D 5,D 6,D 7
-2.899999999999999800e-01,3.648755983420796101e-01,-4.120834875401147013e-02,5.048368170716204251e-01,-6.222030825560523892e-01,-4.775422971350384849e-02,-8.933960841787538798e-02,2.653771702878560124e-02,-4.260676955552120115e-02
-4.400000000000000022e-01,3.621354327465478029e-01,3.426442841485019541e-02,-3.087180139592793360e-02,-6.867146360898236379e-01,-9.703679961772559981e-02,-1.325085029065506681e-01,1.828709610229659055e-02,-4.654921854860954999e-02
-5.999999999999999778e-02,3.588039186084679422e-01,-1.654422863405994870e-01,-2.473717088718589696e-01,-4.642872097947319809e-01,-2.807247010649763230e-02,-1.345923055250441425e-01,2.389567564209460482e-02,-4.550100694094122433e-02
1.199999999999999956e-01,3.546697295235482494e-01,1.980290418778380551e-02,-1.471686012201219029e-01,4.677658116790606169e-02,1.492954006944018086e-01,-8.577841947768410913e-02,4.347277978945907062e-02,-3.803097898660545706e-02
5.600000000000000533e-01,3.507970226124550450e-01,-7.049038105676659616e-02,-1.917892233791628487e-01,4.290002918622205508e-01,2.516101430775465886e-01,-1.652383389199868491e-02,7.365616744415576234e-02,-2.799958227531756938e-02
1.110000000000000098e+00,3.495722571391473021e-01,-6.135734985006058295e-02,-2.263957793609597535e-01,6.799963099730594873e-01,3.111903380160199739e-01,4.183022853682666353e-02,9.578132520460957977e-02,-2.119682270399586566e-02
1.129999999999999893e+00,3.507289857802303179e-01,1.709326673973660671e-01,-2.098765414744929447e-01,7.169888751498849633e-01,2.866978826837143224e-01,5.894750337760332193e-02,9.517901683988894135e-02,-2.206413309463955974e-02
1.429999999999999938e+00,3.539317138549126773e-01,-4.712341226347271927e-02,-2.040424219832349950e-01,4.362141264476068203e-01,1.598291113069918723e-01,2.172946361488209410e-02,7.004472261558486457e-02,-3.034216402085901376e-02
1.250000000000000000e+00,3.572664931894121709e-01,1.383012701892217811e-01,-6.717386545341358373e-02,1.303561147502979578e-01,-1.686486392661745715e-02,-2.529471265388702483e-02,4.855828830445582667e-02,-3.602108944338494601e-02
-5.999999999999999778e-02,3.579985172953237815e-01,4.298252250232365013e-01,6.862096126562983178e-02,-1.496008996147938919e-01,-8.208022262432768112e-02,-6.363265361502135065e-02,3.008193614386195369e-02,-3.834576396796829378e-02
