Original Signal,Approximation,D 1,D 2,D 3,D 4,D 5,D 6
1.400000000000000133e-01,-7.515022769034108985e-02,9.240690417472435803e-02,2.857212320513069503e-01,-1.217723694360149711e+00,-9.542636806356839807e-02,-1.736586112655102987e-02,1.099080453252753858e-01
5.500000000000000444e-01,-6.907369730438375766e-02,-2.944347163891350982e-01,6.989924922343275782e-01,-1.110831339008218954e+00,-2.281151186734629577e-01,3.133629628785680743e-02,1.064363920817402998e-01
1.020000000000000018e+00,-6.407746515815605781e-02,1.704650526684751699e-01,6.019390221888180070e-01,-7.063906391124095130e-01,-3.163786081619903712e-01,9.879251761835933232e-02,1.060275901191438247e-01
1.310000000000000053e+00,-6.056556396936593062e-02,1.647466927165026629e-01,2.596710546779833484e-01,-1.634303047027833578e-01,-3.353604105009090341e-01,1.752014109823041010e-01,1.095425946963581310e-01
1.310000000000000053e+00,-5.878727147748396414e-02,-1.306668051873693948e-02,-3.755092984121966015e-02,3.800098188462536219e-01,-2.682444400839386622e-01,2.474202834105386217e-01,1.175612493081662074e-01
1.199999999999999956e+00,-5.857957229613235117e-02,-9.203630889411618110e-02,-1.207521537878726292e-01,8.262485857877004403e-01,-1.266214531836225565e-01,3.086548660068694772e-01,1.297826565164899582e-01
7.900000000000000355e-01,-5.933162345325369152e-02,4.231278113881908887e-03,-1.885047716351672120e-01,1.086106351078095500e+00,5.126970566002528318e-02,3.518434496897874797e-01,1.438231892705842674e-01
4.400000000000000022e-01,-6.001228219987597007e-02,-5.193599352151007098e-02,-4.359363228005804225e-01,1.079808790983115108e+00,2.107919394796264334e-01,3.684110107692282754e-01,1.560190116757341761e-01
-8.000000000000000167e-02,-5.952480569828647039e-02,3.325873691865449677e-02,-4.662192604231388815e-01,7.566577479313429944e-01,2.942212736767102488e-01,3.530767135540807122e-01,1.622074426020163052e-01
-8.599999999999999867e-01,-5.736926536456513070e-02,3.691123365305095522e-02,-5.448622904936867295e-02,1.399773139205338357e-01,2.743143996755592062e-01,3.087169047039578507e-01,1.611151608626000820e-01
-7.600000000000000089e-01,-5.369029258327489423e-02,-1.935460803895671933e-01,3.356461790569366666e-01,-5.988457456991828076e-01,1.679215070202632332e-01,2.455527811420579187e-01,1.544766137002029915e-01
-3.800000000000000044e-01,-4.918437294510046021e-02,1.006737169448971292e-01,3.989823155597245763e-01,-1.181037358432512896e+00,8.869611716023462211e-03,1.780264608414324767e-01,1.452596723632356979e-01
8.999999999999999667e-02,-4.466473367882976137e-02,1.209666570736427083e-01,2.307565099214097804e-01,-1.380244176358325525e+00,-1.591277509249759969e-01,1.231974820020987904e-01,1.367275991781609079e-01
6.999999999999999556e-01,-4.073784801715919085e-02,-1.561549341115571476e-02,8.379230001490323154e-03,-1.119909531131881186e+00,-2.933509128890555706e-01,8.876737825865826936e-02,1.304625175637473267e-01
1.229999999999999982e+00,-3.776320981048690573e-02,1.274143802882932164e-04,-8.079697183286493889e-02,-4.971058007914674892e-01,-3.705448169477223441e-01,7.173582635585512568e-02,1.276467975791765186e-01
1.310000000000000053e+00,-3.598530361069911254e-02,4.804491689433609825e-02,-1.417107588496002435e-01,2.334493845219685892e-01,-3.781992513495670005e-01,6.568682816735266217e-02,1.291448581942064577e-01
1.320000000000000062e+00,-3.564701324149343459e-02,-8.768366407240013594e-02,-3.298690845290150886e-01,7.969650641903341937e-01,-3.014436352190114077e-01,6.082661502642872087e-02,1.357316515130897461e-01
1.209999999999999964e+00,-3.652891042670539101e-02,-2.954565144745169292e-02,-3.669477074424818408e-01,1.056066268090264826e+00,-1.433053596712029754e-01,4.983053914020071917e-02,1.465564605654229302e-01
9.699999999999999734e-01,-3.793465486715916213e-02,1.752624062096408419e-02,-1.107179706596175817e-01,9.618553026891615287e-01,5.699125200586618173e-02,2.686856106341356520e-02,1.582184486758530795e-01
4.099999999999999756e-01,-3.877608537854429493e-02,4.074391263783594397e-02,1.625998493878942075e-01,5.876896185958323526e-01,2.483971053731077461e-01,-1.187760976705326543e-02,1.667318051449052652e-01
-8.199999999999999512e-01,-3.801195493918504975e-02,5.346156552248582106e-02,3.387678745163593685e-01,1.479144887575045142e-01,3.749009916427015199e-01,-7.033257305497198075e-02,1.677795787193759047e-01
-1.350000000000000089e+00,-3.532130018538282012e-02,-2.475286078863360717e-01,4.141106242964896489e-01,-2.079959681562104090e-01,3.990467465746077580e-01,-1.486719861038635349e-01,1.599298474776928713e-01
-1.949999999999999956e+00,-3.103537356484535256e-02,1.071241442085224538e-01,2.706793510163745253e-01,-3.630867644162510399e-01,3.349187858093298775e-01,-2.345966150943390449e-01,1.450472199951450825e-01
-1.620000000000000107e+00,-2.588413908398230073e-02,-6.595865798515776479e-02,-1.402595634082359766e-02,-2.582592795076633085e-01,2.279118600904305458e-01,-3.097027053291763199e-01,1.257673585926835647e-01
-5.500000000000000444e-01,-2.061537157779894103e-02,3.621021890098152785e-02,-1.574028792509045704e-01,-1.807085729053259371e-02,1.112501813163310066e-01,-3.550269415170083653e-01,1.058133304662415425e-01
-2.000000000000000042e-02,-1.576257717147619072e-02,2.732887759765978419e-01,-6.550649022576193747e-02,2.042035729120773579e-01,7.970696935779814085e-03,-3.634657809767564141e-01,8.794590539805477447e-02
5.100000000000000089e-01,-1.171844358237142218e-02,-8.711986941377328209e-02,1.081213564020050422e-02,2.979801365268310853e-01,-6.142137204974343345e-02,-3.396666907632673316e-01,7.331524952059489952e-02
7.800000000000000266e-01,-9.012774419109642263e-03,-6.870914817720424894e-02,-1.218063421269105356e-01,1.674878013270686417e-01,-8.440147896920843773e-02,-2.962800245561199031e-01,6.317296615793457915e-02
8.900000000000000133e-01,-8.072534213813606710e-03,-3.044042715595007831e-02,-3.421450887424691278e-01,-1.493355321902225530e-01,-4.203722460405331929e-02,-2.496723806649119304e-01,5.841158619289633230e-02
8.399999999999999689e-01,-8.767653599548057286e-03,-7.375605011498531649e-03,-4.929688916901869278e-01,-4.961622517190694137e-01,7.108715105835555770e-02,-2.082311570216759389e-01,5.819566452468265261e-02
5.699999999999999512e-01,-1.050605806180128672e-02,1.122101791871477072e-02,-3.540270524387537643e-01,-7.566507080335678204e-01,2.125848818571214327e-01,-1.765592182359193019e-01,5.988599824717637937e-02
2.700000000000000178e-01,-1.224844917916801355e-02,-2.933246875285505650e-02,1.628455142909469577e-01,-8.132799760771525222e-01,3.150498639880379703e-01,-1.598703127538231294e-01,5.979493200965010913e-02
-3.699999999999999956e-01,-1.302109080577962957e-02,4.886025359194492990e-02,5.904626560756622844e-01,-6.162637566537152445e-01,3.383998142737127401e-01,-1.625230115626497829e-01,5.339980908576200808e-02
-1.060000000000000053e+00,-1.252461390376728018e-02,-3.753086425619098221e-02,5.710598932639211478e-01,-2.622935602848106562e-01,2.653948361540190981e-01,-1.836385745129187341e-01,3.909621306478563985e-02
-1.620000000000000107e+00,-1.100630054528478792e-02,-4.502169465937622128e-02,3.124805685457746063e-01,1.755527672307402309e-01,1.131719184220577462e-01,-2.128138988820139910e-01,1.880016540527641028e-02
-1.350000000000000089e+00,-9.134560360100327930e-03,-9.682287163724045964e-02,3.919293127393258525e-02,6.039385369692222838e-01,-8.107259011280423810e-02,-2.352317144513655922e-01,-4.480117510044161894e-03
-4.899999999999999911e-01,-7.557056244203558780e-03,7.849667084711053899e-02,-1.628373844782856072e-01,9.207254000442816055e-01,-2.986494416266548546e-01,-2.334301635167622124e-01,-2.720516761746954310e-02
3.900000000000000133e-01,-6.762055924137095296e-03,1.642704035028843268e-01,-2.176688223482010631e-01,1.094413494354286254e+00,-5.206850333471920722e-01,-1.984585061288562102e-01,-4.719791374534244854e-02
7.800000000000000266e-01,-7.172556706597136775e-03,8.458573190071316805e-02,-1.339031736412598095e-01,1.021573981001237419e+00,-7.017601987818173903e-01,-1.364803047688652460e-01,-6.306469079073191708e-02
8.900000000000000133e-01,-9.119289468239878335e-03,-1.014488818918479196e-01,-4.686013269271008252e-02,6.551627157087875908e-01,-7.937363560021368780e-01,-6.096358097677738452e-02,-7.361258806303949687e-02
