Original Signal,Approximation,D 1,D 2,D 3,D 4,D 5,D 6,D 7
1.400000000000000133e-01,-1.164909212925643311e-01,2.174695091717378514e-01,3.183869311549726855e-01,-6.038540731231811787e-01,-1.413819882444633524e-02,-1.069596762544606783e-01,2.770641322151875530e-01,9.846824028150132080e-03
5.500000000000000444e-01,-1.194819679345990732e-01,-3.539887470582047113e-01,3.400780382586852113e-01,-1.167704587369351898e+00,-1.493553408343729350e-01,-2.139328120774046937e-01,2.632046878580568960e-01,-1.077261458359126192e-03
1.020000000000000018e+00,-1.256335973651235283e-01,-1.302980021920981946e-01,3.885888595698228087e-01,-1.311177608284979978e+00,-1.548401594938939585e-01,-2.773423227331327512e-01,2.567270784061430056e-01,-6.594891901180191529e-03
1.310000000000000053e+00,-1.341956463270192468e-01,5.598076211353308906e-02,1.364454849446715690e-01,-1.047958577005934533e+00,-3.027102649027046954e-02,-2.837636504450934960e-01,2.643807464665007823e-01,-5.084251005570848171e-03
1.310000000000000053e+00,-1.430211847171438122e-01,1.155079849446715157e-01,-3.529698714093437717e-01,-5.427019784949712600e-01,1.599169660492668066e-01,-2.416539137426678141e-01,2.925239832564799358e-01,2.307658578022172419e-03
1.199999999999999956e+00,-1.495730300185334760e-01,6.410254037844398400e-02,-4.239606147037162653e-01,6.375151222697661435e-03,3.509658500371423129e-01,-1.745471869049481373e-01,3.255437080044258358e-01,1.101374086477227739e-02
7.900000000000000355e-01,-1.523917281606638752e-01,1.125176038879048823e-01,-1.098529257470671761e-01,4.368743158928199977e-01,4.609276143967538375e-01,-1.063517203823764884e-01,3.489521007519311158e-01,1.869746540549677150e-02
4.400000000000000022e-01,-1.505999663088876117e-01,6.961524227066306914e-03,1.498376803329359852e-01,5.723991571191672234e-01,5.179063255974427626e-01,-5.420375394510831835e-02,3.578818073777628173e-01,2.455355364558288109e-02
-8.000000000000000167e-02,-1.460937344290147155e-01,5.256569860407206418e-02,2.914774709853921175e-01,4.857752699100035265e-01,5.133148656883105287e-01,-2.393136848632654995e-02,3.561350370414028133e-01,2.851094929474022946e-02
-8.599999999999999867e-01,-1.410252579809311846e-01,1.043477309068271686e-01,2.996713913245533378e-01,2.600986663969472867e-01,4.191494042901959816e-01,-2.482921211595809016e-02,3.373741946593296626e-01,2.574344187853070884e-02
-7.600000000000000089e-01,-1.363505537816064872e-01,-2.767339375865879303e-01,2.592006566538942458e-01,-3.965572202718653516e-02,2.037422308567512774e-01,-6.846963978760151059e-02,3.028177507749408304e-01,1.622629264627824947e-02
-3.800000000000000044e-01,-1.324938488786462087e-01,-1.761473670974871841e-01,2.562912196153307454e-01,-1.471965678394024923e-01,-9.384788238901421720e-02,-1.502105012322502708e-01,2.541887237993926130e-01,-1.299801965521048264e-03
8.999999999999999667e-02,-1.300605754802096059e-01,-5.635734985006057851e-02,2.474439666011964134e-02,-5.075690783269476425e-02,-4.156877567023397058e-01,-2.347506904644699466e-01,2.006267770122379668e-01,-2.195879184527870648e-02
6.999999999999999556e-01,-1.294781201582517471e-01,-5.604646071760522458e-02,-3.934734553820390390e-01,1.743488417329961404e-01,-6.703686747333590379e-01,-2.904567764010793640e-01,1.593599038025182713e-01,-3.814843186637124905e-02
1.229999999999999982e+00,-1.319268192095967851e-01,1.450961894323327117e-02,-5.464870205355738531e-01,4.751191104694051925e-01,-7.695659976808292280e-01,-2.955128684423647401e-01,1.389493440553030423e-01,-4.608514805674684273e-02
1.310000000000000053e+00,-1.377665371113118709e-01,1.609983660014380202e-01,-4.494734322510218760e-01,6.750583340450346803e-01,-7.899999946388823746e-01,-2.421481009499970305e-01,1.445159828838958882e-01,-4.224625548486556775e-02
1.320000000000000062e+00,-1.445735269456049354e-01,6.508330249197702422e-02,-2.806421722572471911e-01,6.291795178910815078e-01,-7.351898285776683473e-01,-1.337871698923501218e-01,1.631565393573392586e-01,-3.457549706103300174e-02
1.209999999999999964e+00,-1.503932380196730534e-01,4.738620667976078948e-02,7.335321859161969549e-03,3.812907379045516465e-01,-6.130048583377267768e-01,-5.983220486355515788e-03,1.842647234883329488e-01,-2.436999052536342747e-02
9.699999999999999734e-01,-1.531949432863272398e-01,5.537658773652742727e-02,2.551754069279064119e-01,-2.837802130335584372e-02,-4.175756178936980700e-01,1.171347553957036158e-01,1.977648049798923779e-01,-1.471516840087159356e-02
4.099999999999999756e-01,-1.522778409926576759e-01,1.211778579257493105e-01,2.934810780891047299e-01,-5.124224385404249071e-01,-1.909793600923638812e-01,2.169896005263569905e-01,2.003796639908242694e-01,-6.675671418082434333e-03
-8.199999999999999512e-01,-1.489375864656682924e-01,2.580912874366484977e-01,2.427082562299425206e-01,-8.275649171724024367e-01,5.672464715286229531e-02,2.865587892671788151e-01,1.927069243682480448e-01,-9.460520946410026777e-04
-1.350000000000000089e+00,-1.445251890416210938e-01,-1.777451905283831679e-01,3.124225936924576175e-01,-9.146565408798866814e-01,2.657429355556780171e-01,3.107819700802267326e-01,1.686960475353800337e-01,-3.340770174360751382e-03
-1.949999999999999956e+00,-1.402395359290036225e-01,-4.014900109604913059e-02,4.892074160996442433e-01,-7.785736931495845781e-01,4.025615413232382922e-01,2.742067589676757677e-01,1.322174505339379913e-01,-1.294192602713580519e-02
-1.620000000000000107e+00,-1.370342787084594949e-01,-3.111954618136542061e-01,4.371889952124583534e-01,-4.258381861570659788e-01,5.312166024437923184e-01,1.974027173996248663e-01,7.701782187712902239e-02,-3.101557265844833919e-02
-5.500000000000000444e-01,-1.354761146091829627e-01,-3.378156060800031613e-01,9.632009957604836803e-02,-1.208925465053545256e-02,6.061095770256631488e-01,1.090065904073674735e-01,1.548412066875475002e-02,-5.174313886105369464e-02
-2.000000000000000042e-02,-1.360630831619643044e-01,1.166987298107780568e-01,-3.565952336469497275e-01,4.194434626304853753e-01,6.029528730146446192e-01,4.550849792541897254e-02,-3.208162198841296026e-02,-6.913592198774960729e-02
5.100000000000000089e-01,-1.393240330410473460e-01,4.941342951089919278e-02,-8.028319150759347655e-01,8.432318237306661857e-01,5.176489100315746494e-01,2.705928507748865675e-02,-5.895368602974679351e-02,-8.138830130078572589e-02
7.800000000000000266e-01,-1.453013056511170686e-01,8.879165124598842329e-02,-8.017165340191684253e-01,1.094536156684858152e+00,3.817732643046720109e-01,6.052896837185453571e-02,-6.125079412194780332e-02,-8.542196861755094184e-02
8.900000000000000133e-01,-1.518089292534465229e-01,7.843266739736604043e-02,-3.408300344948533289e-01,1.140226510399587001e+00,2.010833839138921331e-01,1.146003296260990623e-01,-4.884927966667394761e-02,-8.388021841676844559e-02
8.399999999999999689e-01,-1.566822539318073748e-01,6.928203230275503666e-02,3.288979065245616062e-02,8.342307264346733309e-01,2.801588032618124169e-02,1.660638247422931701e-01,-3.305665499369467297e-02,-8.038686173075416941e-02
5.699999999999999512e-01,-1.585912268044188667e-01,8.977241335952168555e-02,2.147162643056313158e-01,1.928416641867643500e-01,-1.342485750516788090e-01,1.907403318796099811e-01,-2.066612843154961091e-02,-7.658039243206274382e-02
2.700000000000000178e-01,-1.567319883567744321e-01,3.037658773652734956e-02,3.045816453623978459e-01,-4.839623652284500421e-01,-2.902704284154669079e-01,1.683470137787826393e-01,-1.763693712134092526e-02,-7.540211746235381263e-02
-3.699999999999999956e-01,-1.512413047024177004e-01,1.188573498500605646e-01,3.091076889566493069e-01,-1.063455256964021878e+00,-3.658230464542544524e-01,1.026341937023355910e-01,-2.641961949400885995e-02,-7.747561714168374469e-02
-1.060000000000000053e+00,-1.437406963377176605e-01,4.818747686898278149e-02,2.848897443904216398e-01,-1.274369770351985842e+00,-3.153165240040889383e-01,8.938450284683208125e-03,-4.710996040865432499e-02,-8.376473871629502854e-02
-1.620000000000000107e+00,-1.353208315413448048e-01,-3.982050807568870976e-02,2.951245221073077185e-01,-1.084225041153898728e+00,-1.459725623080544987e-01,-1.040267125338354970e-01,-7.979849676218375709e-02,-9.292553046793344818e-02
-1.350000000000000089e+00,-1.269054058802117080e-01,-2.953460969082651877e-01,3.337130657015591195e-01,-7.015531691009001536e-01,7.913713975576472381e-02,-2.165970069013322397e-01,-1.247557518876853955e-01,-1.069319161939408513e-01
-4.899999999999999911e-01,-1.200207986712148178e-01,-2.774390183434757295e-01,2.310131797849114821e-01,-2.005056842984407339e-01,3.155829211870239126e-01,-3.083415001387616594e-01,-1.824315678104579952e-01,-1.266059119462111526e-01
3.900000000000000133e-01,-1.159501422305248275e-01,-6.081887407712691096e-02,-1.655972992761693408e-01,2.633410185941972292e-01,4.754391953568903872e-01,-3.499721750158911182e-01,-2.335828909631055272e-01,-1.409699679483817358e-01
7.800000000000000266e-01,-1.150907267917037902e-01,1.655079849446715046e-01,-6.621865210835982118e-01,6.459420328817433443e-01,5.464337960212465317e-01,-3.123263515342083463e-01,-2.609307637221713327e-01,-1.467032077514653921e-01
8.900000000000000133e-01,-1.171455025918746451e-01,1.404598902285044137e-01,-7.980891292833599548e-01,9.231003870255757304e-01,5.379588318687609227e-01,-2.256111094148173790e-01,-2.593072867430057382e-01,-1.422102993497572909e-01
8.800000000000000044e-01,-1.211074810097524240e-01,6.660254037844376418e-02,-4.240683961844345928e-01,1.001718213297430715e+00,4.338133386428916216e-01,-1.278487326802599244e-01,-2.384224327944692023e-01,-1.301827784564686952e-01
8.399999999999999689e-01,-1.241778763088248749e-01,2.122595264191651232e-02,8.363137407712684102e-02,7.974959939974879397e-01,2.295566644649555121e-01,-5.191179214428992550e-02,-2.104507654251508708e-01,-1.155844953900019845e-01
5.600000000000000533e-01,-1.243772113092425774e-01,8.470671475544955253e-02,3.347771303070693483e-01,3.017172759538912508e-01,-4.969128314869944441e-02,-7.629247321256277248e-03,-1.827617664656760454e-01,-1.004135842562844660e-01
-1.199999999999999956e-01,-1.209373141697602655e-01,1.585640646055102021e-01,3.169558283631168649e-01,-3.236477225700051252e-01,-3.205305584466057178e-01,-1.865994600896897504e-03,-1.606031527463532282e-01,-8.735932959118995755e-02
