Original Signal,Approximation,D 1,D 2,D 3
-4.400000000000000022e-01,4.616352884317524441e-01,7.293248401497601230e-02,-6.388052180129936142e-01,1.337873544127358372e+00
-1.159999999999999920e+00,6.185521489645370297e-01,-5.483533299465394306e-02,4.460965454821379517e-01,7.021895003305521632e-01
-7.700000000000000178e-01,7.394302848644179749e-01,1.585818500147229138e-02,3.502750079349000178e-01,-3.124118901364251744e-01
-2.000000000000000042e-02,8.006791745468055943e-01,-7.163746954013279489e-02,4.468302327817628289e-02,-1.461198484404916398e+00
7.199999999999999734e-01,7.811630839519109193e-01,1.448670353455445425e-01,2.537838104546850659e-01,-2.362414651335390747e+00
1.179999999999999938e+00,6.684046538390618908e-01,-9.770819046318544865e-02,3.927065387609091074e-01,-2.631035201847984784e+00
1.280000000000000027e+00,4.589849593688871132e-01,2.666564630601034672e-02,3.548487748681972836e-02,-2.053491273106865744e+00
1.050000000000000044e+00,1.616230977480577757e-01,-9.771468319911047473e-02,-3.963700205352708172e-01,-7.224990978046604839e-01
4.600000000000000200e-01,-2.038547220856792574e-01,2.071619630617023422e-01,-4.680629417401162007e-01,9.572077755105804497e-01
-1.400000000000000133e-01,-6.081792920300007621e-01,-1.420392832902172275e-01,-2.160821783347257607e-01,2.407397197228867025e+00
-7.700000000000000178e-01,-1.015622450938065802e+00,-6.609631394994133248e-03,1.250132618832118514e-01,3.108919503490139569e+00
-5.200000000000000178e-01,-1.388474359393155888e+00,1.060976166041434528e-02,3.468253990602170878e-01,2.818822544188702039e+00
-4.400000000000000022e-01,-1.690849881809329380e+00,6.275942837789123818e-02,3.458769442022278651e-01,1.666520145685254084e+00
-4.099999999999999756e-01,-1.893867220608353996e+00,-1.145954822524669105e-02,1.757061189478897889e-01,8.637195450244697370e-02
-5.600000000000000533e-01,-1.978476606183890096e+00,-6.444345303613105425e-02,-7.887454688017475624e-02,-1.375843281253072758e+00
4.199999999999999845e-01,-1.938882163460859509e+00,-4.137598153174613241e-02,-3.629449442715601548e-01,-2.282652920697335830e+00
1.000000000000000000e+00,-1.782435888538232760e+00,1.942840525624769943e-01,-4.612662919199052025e-01,-2.449352684181762552e+00
1.360000000000000098e+00,-1.529224890281478677e+00,-1.334089304824066791e-01,-1.152749151203307787e-01,-1.961060199384775604e+00
1.219999999999999973e+00,-1.208324333402430284e+00,-2.605292431741904405e-02,4.311486213644338816e-01,-1.078569218399269225e+00
8.199999999999999512e-01,-8.549815793836096356e-01,-5.648233137020145130e-03,5.098810770466978282e-01,-1.033922552928346478e-01
3.800000000000000044e-01,-5.059167683833893925e-01,1.592380993734221761e-01,1.737607756923142174e-03,7.282195749262081463e-01
0.000000000000000000e+00,-1.947750423917333218e-01,-1.367663370605141371e-01,-3.801156793597205708e-01,1.285420605084877543e+00
-3.099999999999999978e-01,5.223874328831318303e-02,-3.569454477957281074e-02,-1.834510677851334814e-01,1.522724171842155583e+00
-1.020000000000000018e+00,2.198308888846694231e-01,6.293065938617563304e-02,1.474136546616667265e-01,1.446259585524068525e+00
-9.200000000000000400e-01,3.030720143106969688e-01,6.713528680699003270e-02,1.327027143714028801e-01,1.090858468847106799e+00
-9.200000000000000400e-01,3.091140418084677988e-01,-7.300692589059951110e-02,-7.471784420547585015e-02,5.238943053968841967e-01
-5.600000000000000533e-01,2.529284684037537145e-01,-7.322518923866207230e-02,-1.957626922946582304e-01,-1.416194641690343425e-01
-2.099999999999999922e-01,1.581161087939368659e-01,9.134619255485641742e-02,-1.664351588484032918e-01,-7.571224830220044666e-01
5.400000000000000355e-01,4.879639731786496182e-02,3.712082453494203876e-02,1.137122833230075070e-01,-1.167361752708043987e+00
8.299999999999999600e-01,-4.965987614885847279e-02,-9.571833322433159893e-04,5.262051090031096834e-01,-1.263349669573930578e+00
8.900000000000000133e-01,-1.189020105862635679e-01,-2.092644923698394610e-01,4.451061374636498535e-01,-1.023051006685501196e+00
5.300000000000000266e-01,-1.449524238591957670e-01,2.336627507000832993e-01,-3.447777710850131738e-01,-5.199578503408853747e-01
1.799999999999999933e-01,-1.243274220328501600e-01,-1.550475470200452476e-02,-9.040855547172412798e-01,9.657503806557728165e-02
-2.099999999999999922e-01,-5.968431622455221131e-02,-8.653058269416701032e-02,-3.881499349494011430e-01,6.540430035181112878e-01
-5.200000000000000178e-01,3.773436841097115024e-02,-1.452426668321861632e-02,5.476762715476557464e-01,1.004763964859241021e+00
-8.399999999999999689e-01,1.531844624256474274e-01,4.116656078914658623e-02,7.166022680841535042e-01,1.064046185260212773e+00
-8.399999999999999689e-01,2.689742405011647519e-01,3.910117227132599294e-02,1.422360726666908604e-01,8.286074656993140941e-01
-5.600000000000000533e-01,3.682146810339215204e-01,-1.855847990605139636e-02,-2.774490152889641514e-01,3.687585161055358385e-01
-2.899999999999999800e-01,4.373813153684836807e-01,-2.860577718620318025e-02,-2.416634618696324455e-01,-1.880794931432200612e-01
3.699999999999999956e-01,4.679215155988756258e-01,-8.620622178408418601e-02,-1.301298287980916513e-01,-6.910717172403590958e-01
8.199999999999999512e-01,4.583616194990089432e-01,1.858570268227672240e-01,-9.777486651906226733e-02,-1.002784212982110290e+00
1.169999999999999929e+00,4.117863584587497239e-01,-5.870498302266981966e-02,1.162201244240499906e-02,-1.034566047713497694e+00
1.149999999999999911e+00,3.369214049690376078e-01,-5.591635562131375831e-02,1.585192559838259629e-01,-7.738637194257548257e-01
8.299999999999999600e-01,2.454048370041309601e-01,-8.339732693513611517e-02,1.552311621731002622e-01,-2.883736766217285252e-01
2.000000000000000111e-01,1.522044038896977758e-01,2.404927229262491528e-01,2.422194621675954895e-02,2.901983343073828991e-01
-7.700000000000000178e-01,7.076015872482095681e-02,-1.577709277453965553e-01,-5.615176651429710369e-02,8.033910166332876024e-01
2.099999999999999922e-01,1.154519106658394301e-02,1.286126183505020273e-03,-2.029295077632193786e-02,1.109349779142120740e+00
1.600000000000000033e-01,-1.901849232338031007e-02,2.205619056687461305e-02,3.168895529171442127e-02,1.121391908659945758e+00
-1.370000000000000107e+00,-1.818836169385392235e-02,8.726652263056092207e-03,-3.064362355230810381e-02,8.304474142466472530e-01
-1.370000000000000107e+00,1.280882202129683331e-02,-1.052079719838873786e-02,-1.777763306854073799e-01,3.073753686424042786e-01
-5.999999999999999778e-01,6.726118112144630068e-02,2.007890400009522403e-02,-1.720901206227864189e-01,-3.127546215635845228e-01
3.499999999999999778e-01,1.359038824875871410e-01,7.237858809705894139e-03,1.120592665596866488e-01,-8.649751810024040033e-01
9.100000000000000311e-01,2.077381695369011072e-01,-1.243314179415291737e-01,3.740394543104353375e-01,-1.195814286448625641e+00
1.280000000000000027e+00,2.731247312532929516e-01,1.907798647576361695e-01,2.224292780628644994e-01,-1.208446199294469503e+00
1.229999999999999982e+00,3.230419566725072911e-01,-9.304885539139912121e-02,-2.128633237510324516e-01,-8.944374038835678498e-01
8.399999999999999689e-01,3.512283534977861388e-01,-5.646156841192505674e-03,-4.010557344197199225e-01,-3.402302629975438863e-01
1.499999999999999944e-01,3.547055141665157452e-01,-4.201366455894239849e-02,-1.425365803743800508e-01,2.957062875945143388e-01
-1.020000000000000018e+00,3.340641311353230725e-01,1.147653552957252493e-01,2.111268294099771792e-01,8.339265473785471006e-01
-7.800000000000000266e-01,2.940126059861128405e-01,-7.557091072439590940e-02,2.928768756392745587e-01,1.130654371335563679e+00
-7.700000000000000178e-01,2.409504420623025389e-01,1.298828138611680776e-02,1.132518944325495158e-01,1.121179060759554202e+00
-4.400000000000000022e-01,1.841507223874916666e-01,-2.650919034138385713e-02,-1.209319155517310646e-01,8.321336496188866949e-01
-1.600000000000000033e-01,1.317948528696921695e-01,4.403699231911070017e-02,-2.510517889943844061e-01,3.614436967974896109e-01
2.700000000000000178e-01,9.315984014041993333e-02,-8.998925116146434117e-03,-1.754371200579182277e-01,-1.612829436377817005e-01
6.099999999999999867e-01,7.397366465888614850e-02,-1.888898440412050761e-03,9.249036380560671233e-02,-6.140406868176602195e-01
1.030000000000000027e+00,7.878453881629239597e-02,-3.400792938569453111e-02,3.052966001532312346e-01,-9.074120443684773329e-01
1.260000000000000009e+00,1.073738709134694214e-01,3.645255334500593913e-02,1.897332934427868045e-01,-9.921191186016218300e-01
1.290000000000000036e+00,1.576994312395022246e-01,4.448288365338257805e-03,-1.452225948833539837e-01,-8.555492527418039339e-01
1.110000000000000098e+00,2.239935211617953836e-01,-4.096870771929179977e-02,-2.848642081850376040e-01,-5.208774706385251863e-01
7.099999999999999645e-01,2.990986009748999863e-01,8.941302671105566535e-02,-8.755964290768353253e-02,-4.838433795918367641e-02
2.399999999999999911e-01,3.744034048354219490e-01,-9.923159148095619941e-02,1.314174830750449441e-01,4.621649353483919809e-01
-4.099999999999999756e-01,4.415305788789171682e-01,-1.513641543531676209e-02,1.192487872244389763e-01,8.825028029580964661e-01
4.000000000000000083e-02,4.932482929045319819e-01,8.211989971500506524e-02,1.650239507654363211e-02,1.085944878951189185e+00
-1.199999999999999956e-01,5.240442206918877188e-01,9.314652422715645474e-02,-2.886164373636453031e-03,9.899201000324373556e-01
-2.700000000000000178e-01,5.312689326115641597e-01,-1.784280881948408781e-01,-1.371883926670721711e-02,5.963685396464138977e-01
-4.199999999999999845e-01,5.147527389077619642e-01,-2.167222455066044606e-01,-5.729824916741347446e-02,4.769878768359543490e-03
-8.000000000000000167e-02,4.771894715120749142e-01,5.927338475617026647e-01,-5.493900644140323891e-03,-6.101883943908468222e-01
7.900000000000000355e-01,4.229361447598437573e-01,-2.340036239488162695e-01,9.594389993664621807e-02,-1.055552211905554927e+00
1.280000000000000027e+00,3.581038545538419715e-01,-4.186118559878427847e-01,8.293128140475483981e-03,-1.186550294492649593e+00
1.330000000000000071e+00,2.895424282849112241e-01,4.188939261183574625e-01,-2.009424064227171847e-01,-9.583770989035037546e-01
9.499999999999999556e-01,2.242525579147583437e-01,6.226554680338996367e-02,-1.502289467325345629e-01,-4.418628415900623940e-01
3.800000000000000044e-01,1.677654644230947845e-01,-1.670717804018549413e-01,1.878376122115201219e-01,2.031925730435515387e-01
-1.400000000000000133e-01,1.238671722840553324e-01,-9.099306736415677110e-02,3.511170962448642574e-01,7.803308950690062140e-01
-4.099999999999999756e-01,9.452240044157597665e-02,1.211725414722966548e-01,1.036082903480322198e-01,1.121371606897653805e+00
-7.099999999999999645e-01,8.020716876112769789e-02,3.379338886244549756e-02,-2.399749101800141282e-01,1.133940289398401413e+00
-9.200000000000000400e-01,7.966510019939963827e-02,-1.221349372294724175e-03,-3.440528350734401442e-01,8.245220178469134797e-01
-8.399999999999999689e-01,8.961876221408696108e-02,-5.518737763544617064e-02,-1.992680690873621652e-01,2.910643899557441849e-01
-3.099999999999999978e-01,1.057021581666635068e-01,-1.339807401613198334e-01,1.042430611420572389e-01,-3.125191143929085258e-01
2.099999999999999922e-01,1.232921848283121957e-01,3.115559862234179578e-01,4.211651980939178919e-01,-8.193061048386051093e-01
8.900000000000000133e-01,1.396137742094097911e-01,-1.923326560470133006e-01,4.091103719402449101e-01,-1.096199786554941324e+00
1.250000000000000000e+00,1.519738839058762114e-01,-2.953619489361932696e-03,-8.139147724402844009e-02,-1.075202738116935786e+00
1.310000000000000053e+00,1.581383356888969305e-01,1.391256189710737140e-02,-5.547123280354945285e-01,-7.660752963305267338e-01
8.900000000000000133e-01,1.553406508398895713e-01,4.942125991145029928e-02,-4.089246504278108429e-01,-2.522757101270642344e-01
2.300000000000000100e-01,1.438624574312369897e-01,-3.853083427130877398e-02,1.699591031833212196e-01,3.323141305150418279e-01
-5.999999999999999778e-01,1.244427476159934987e-01,2.268113596940515841e-02,4.564353818957228026e-01,8.350940958409154291e-01
-1.159999999999999920e+00,9.800605967413569819e-02,-2.932218877673888058e-02,2.224268427221405553e-01,1.121495054617309250e+00
-1.370000000000000107e+00,6.367538603014838428e-02,-1.057735292313150173e-02,-9.286236861470237303e-02,1.110565572436814419e+00
-1.370000000000000107e+00,2.245100106954436847e-02,3.648550746755754859e-02,-1.760084287333809339e-01,7.985391005966286926e-01
-7.099999999999999645e-01,-2.382307151716583221e-02,3.090665397285565982e-02,-1.602339393302300852e-01,2.629622613922273922e-01
-2.899999999999999800e-01,-7.246825610808882434e-02,-4.525285633470883112e-02,-1.332311174866673276e-01,-3.543144669141485847e-01
4.400000000000000022e-01,-1.212635836219363578e-01,-1.186765469272000745e-01,4.226505489391468168e-02,-8.880722849589499646e-01
1.040000000000000036e+00,-1.664439607979634750e-01,2.556579847364530700e-01,2.783645173927370431e-01,-1.196918250522226668e+00
1.370000000000000107e+00,-2.030796106847944094e-01,-1.647278155985604231e-01,2.146917180808043668e-01,-1.201624007273926154e+00
1.379999999999999893e+00,-2.257367657607882439e-01,1.738036732191864178e-02,-1.540513369029045121e-01,-9.052430241950488732e-01
1.030000000000000027e+00,-2.297521712863186405e-01,-1.076628908064343124e-02,-3.257186402950669191e-01,-3.807359191414662614e-01
4.699999999999999734e-01,-2.114982580848788207e-01,3.202486207426852305e-02,-4.387699797795888146e-02,2.537628089431206990e-01
-2.300000000000000100e-01,-1.691730769138276858e-01,4.104860212805803293e-02,2.716784535404037637e-01,8.638772666776051157e-01
-1.159999999999999920e+00,-1.040986580708090498e-01,-8.961174318430369101e-02,1.724812912974097723e-01,1.321181739357349505e+00
-1.370000000000000107e+00,-2.100952611852704294e-02,2.939231702582995390e-02,-1.520655765299635809e-01,1.510536877017350621e+00
-1.370000000000000107e+00,7.156138929793964820e-02,3.487974335930051767e-02,-2.232660060036676664e-01,1.346974756647152383e+00
-1.159999999999999920e+00,1.625569891947555023e-01,-2.280127844737227238e-02,1.127871063589032732e-02,8.024467079933118585e-01
-7.700000000000000178e-01,2.383482641572013949e-01,-2.252945737885987676e-02,1.882642925608834505e-01,-5.663878431098256366e-02
3.800000000000000044e-01,2.853417247964566417e-01,4.457975370670494430e-02,1.039106677083774660e-01,-1.041711400997109793e+00
1.310000000000000053e+00,2.904985216977263307e-01,-2.512423195168560566e-02,-6.404938176357559410e-02,-1.864798816233921297e+00
1.719999999999999973e+00,2.447551073393002263e-01,-1.575226292572999218e-02,-1.023857712289400201e-01,-2.218962710668803684e+00
1.709999999999999964e+00,1.435156689382346695e-01,1.916421751123861469e-02,-4.627119949831685897e-02,-1.903364950525294530e+00
1.189999999999999947e+00,-1.056426162487779201e-02,3.490053126450266135e-02,-1.283791124050463403e-02,-9.367775558947885051e-01
5.600000000000000533e-01,-2.089515966522990931e-01,-6.910209193223448843e-02,2.069796613382160824e-02,4.086861523123961892e-01
-1.400000000000000133e-01,-4.366688247773268805e-01,4.616206823438685075e-02,9.245497320127059326e-02,1.684618786214115760e+00
-5.200000000000000178e-01,-6.744303218026689306e-01,-1.545374597523092169e-02,9.592565222203293385e-02,2.437524848634022412e+00
-4.799999999999999822e-01,-8.995639913817530253e-01,1.589860831455269449e-02,-3.418489509960712797e-02,2.397880583988154957e+00
-3.400000000000000244e-01,-1.089701945235516334e+00,-2.029847031096668197e-02,-1.395125618955099789e-01,1.595610610366867688e+00
-5.600000000000000533e-01,-1.225234145807641228e+00,1.566792873480451001e-02,-6.900275284082921234e-02,3.440459989755840775e-01
7.000000000000000666e-02,-1.291849931807156793e+00,-2.119260317094040502e-02,6.933771376468124414e-02,-9.008690399294649875e-01
2.800000000000000266e-01,-1.282152569616684001e+00,2.744901869873100572e-02,9.110452654215872581e-02,-1.734216481615800332e+00
9.399999999999999467e-01,-1.196869102940156360e+00,-1.027424685726872206e-02,4.850261135858499606e-03,-1.954978851563145659e+00
1.149999999999999911e+00,-1.044544110163572626e+00,-3.912715886827440592e-02,-5.566511443722700625e-02,-1.608613327220721922e+00
1.320000000000000062e+00,-8.400257987815942240e-01,1.012222406166773253e-01,-2.781924976385280121e-02,-9.169792376574678050e-01
1.080000000000000071e+00,-6.028931927818274028e-01,-1.235222696919090341e-01,3.391594514680036643e-02,-1.486223539712089592e-01
7.399999999999999911e-01,-3.554805162648853045e-01,7.282257018017893047e-02,4.074640353962495631e-02,4.961075770432376575e-01
2.399999999999999911e-01,-1.195596575183043714e-01,8.455054437816134083e-03,-3.958544299764399322e-04,9.268218230415760095e-01
-3.099999999999999978e-01,8.637538407249459316e-02,-2.519887244018534714e-02,-8.122512700329330795e-05,1.136658344865480119e+00
-9.200000000000000400e-01,2.492647670039892516e-01,-1.636233567622216029e-02,-4.451911454703237972e-03,1.143749992350827194e+00
-7.700000000000000178e-01,3.611037366605026055e-01,9.003621049750814426e-03,-1.393309627422603392e-01,9.519649311017943649e-01
-9.200000000000000400e-01,4.204651974989316865e-01,5.044309478948012099e-02,-2.012331518240052242e-01,5.638061731197240301e-01
-7.099999999999999645e-01,4.312823234589996946e-01,-2.143851242429271192e-02,1.477178225677988621e-01,1.879848862442949978e-02
1.400000000000000133e-01,4.031767042859860095e-01,-1.110669348155221559e-01,5.597343886727147444e-01,-5.719578156407902902e-01
9.200000000000000400e-01,3.475886478684437342e-01,1.478985673596805439e-01,2.533515311838761552e-01,-1.037372938844792314e+00
1.290000000000000036e+00,2.775504697259536524e-01,-1.110489172303970318e-02,-5.775080608958788053e-01,-1.212522331369120465e+00
1.219999999999999973e+00,2.046197265393135678e-01,-7.079681419184087610e-02,-7.533337643223558810e-01,-1.014961798975260399e+00
7.399999999999999911e-01,1.394650998844030598e-01,-4.620992630184955069e-02,3.999364455720120365e-02,-5.005642685177408291e-01
4.000000000000000083e-02,8.941027318561120540e-02,1.592465573037908089e-01,6.861136161941364664e-01,1.493561565719794815e-01
-5.200000000000000178e-01,5.904948550937184903e-02,-7.213542372631503996e-02,4.306925993950935228e-01,7.036014234333421991e-01
-7.099999999999999645e-01,4.977995875052032559e-02,-6.908759834736163952e-02,-1.054372428081378071e-01,9.762770545648751241e-01
-7.700000000000000178e-01,6.096548970258786754e-02,5.872564054229419822e-02,-2.243025645051273387e-01,9.064929585314484006e-01
-5.600000000000000533e-01,9.060237558079764497e-02,1.740687946450572912e-02,-1.557791700359321962e-01,5.690949327049712458e-01
-2.899999999999999800e-01,1.350175108464286289e-01,1.139779177621288650e-02,-2.285866862003441413e-01,1.261364752292745695e-01
-2.300000000000000100e-01,1.900919185733381533e-01,-7.391125506300312564e-02,-1.800472074542778522e-01,-2.536368537022161140e-01
1.499999999999999944e-01,2.509928416717676636e-01,1.910631931542287193e-02,1.693257130824970536e-01,-4.690300917695329752e-01
7.099999999999999645e-01,3.142917784885890797e-01,7.703873496623403483e-02,4.187081541723648437e-01,-5.091144278209499552e-01
1.350000000000000089e+00,3.757298848276650061e-01,-3.027406071606855362e-02,2.251663620987424952e-01,-4.308685092270371220e-01
1.389999999999999902e+00,4.310328746852777337e-01,-1.264184310961921076e-01,-1.523173002722948977e-01,-3.067183334799073458e-01
1.010000000000000009e+00,4.751044720036043945e-01,2.045163623489425764e-01,-2.837145054354896501e-01,-1.786372208671977713e-01
1.499999999999999944e-01,5.053178805558921072e-01,-1.560565237966994312e-01,-1.388546382725369122e-01,-4.771001579655671093e-02
-3.099999999999999978e-01,5.197535467597610426e-01,9.436910845262466707e-02,2.649339809519928035e-02,1.037536795190842631e-01
-1.799999999999999933e-01,5.171242076894325690e-01,-7.029230233367687875e-02,8.343057667167147473e-02,2.738357124208035120e-01
-2.899999999999999800e-01,4.963552855188065882e-01,4.910390194242589962e-02,8.798376751601184875e-02,4.186623400434956732e-01
-3.699999999999999956e-01,4.597763419004956553e-01,-4.032779577736199383e-02,6.083795378201750648e-02,4.649793283297135038e-01
-5.999999999999999778e-01,4.125768347711070705e-01,4.100781973719081624e-02,-3.735063029916153160e-02,3.530475025634033370e-01
-4.400000000000000022e-01,3.610760564637031100e-01,-8.718468683156956186e-04,-1.149382727588515868e-01,8.489505374770892066e-02
3.099999999999999978e-01,3.116897627233432555e-01,-4.122301153140905255e-02,-5.329618763057443129e-03,-2.548428404616177589e-01
8.299999999999999600e-01,2.711916207477512164e-01,-3.347620485414098956e-02,1.937353520829387110e-01,-5.248622875591627546e-01
1.129999999999999893e+00,2.467993107933379726e-01,1.801349378454233652e-01,1.434573521914379590e-01,-5.911677835949985527e-01
1.110000000000000098e+00,2.431453866454173218e-01,-1.749674227412057748e-01,-1.920365570821462031e-01,-3.983752696602452237e-01
9.599999999999999645e-01,2.622185304314076926e-01,-6.880769120505143312e-03,-3.623274790800551926e-01,-7.694783919493507554e-03
6.700000000000000400e-01,3.017284288563920058e-01,1.226588995050212627e-01,-6.855557093918933365e-02,4.212201949741454787e-01
2.399999999999999911e-01,3.573212945113900529e-01,-4.622127069242376596e-02,3.400456024790075027e-01,6.986572014700429545e-01
-4.400000000000000022e-01,4.209740509538913433e-01,-5.278879292687885944e-02,3.468500272847122590e-01,6.923282220008126764e-01
7.600000000000000089e-01,4.837714268346084978e-01,3.546098105830206015e-02,-2.271038320343818015e-02,3.877119642576786762e-01
8.299999999999999600e-01,5.355087620070239085e-01,1.968756427797265646e-02,-3.067869536044417478e-01,-1.030897115684396154e-01
9.100000000000000311e-01,5.678264554638124961e-01,-2.455164893887333555e-02,-2.307305306007866319e-01,-5.906415830694952129e-01
-3.099999999999999978e-01,5.744309561546703247e-01,6.027100632496721309e-03,4.882446447888607460e-02,-8.878519340442263541e-01
3.800000000000000044e-01,5.528248173304584068e-01,1.989393618252892695e-02,2.159027750007549984e-01,-8.821353029781526800e-01
8.399999999999999689e-01,5.046717499566188980e-01,-5.348558711093343715e-02,1.331781707679852989e-01,-5.747321204277967555e-01
1.280000000000000027e+00,4.352864223505669705e-01,4.222692735783036694e-02,-6.385292086995478233e-02,-6.907769964136629970e-02
1.300000000000000044e+00,3.536821788726668414e-01,2.788171401411974892e-02,-1.504709089634638508e-01,4.724662562715923331e-01
