Original Signal,Approximation,D 1,D 2,D 3,D 4,D 5,D 6
-1.540000000000000036e+00,-4.044840842663067343e-02,2.064980129324366920e-01,2.135804859455583959e-01,1.848525395987360431e-01,-1.773026185316763093e-01,-1.931030755839831803e-01,1.674121288221585013e-01
-1.540000000000000036e+00,-3.798822075253449615e-02,-6.849405362331755232e-01,-1.229014611372034604e-01,2.428628148062544068e-01,-1.203446463046883574e-01,-2.389420402561504564e-01,1.811033573952533227e-01
-1.199999999999999956e+00,-3.621866146183102403e-02,2.741857807445838846e-01,-1.881714603102578875e-01,2.282459490492646514e-01,-6.147289376971305785e-02,-2.564465238304917127e-01,1.918265690411051216e-01
1.499999999999999944e-01,-3.536611773847023882e-02,1.739944701813251893e-01,4.567612934692988347e-03,2.519591722908003373e-01,-4.611939206390271162e-02,-2.490499223079539193e-01,1.998557709745592270e-01
1.199999999999999956e+00,-3.533083182314699505e-02,2.125034325246783484e-01,2.350116688544723331e-01,3.461917709725356174e-01,-5.750040334064271397e-02,-2.309838151279514640e-01,2.066642932789083675e-01
1.199999999999999956e+00,-3.591640889420353450e-02,1.001960058623443395e-01,4.634716061883541460e-01,4.242388639369200076e-01,-4.279518310196805952e-02,-2.136579506159393960e-01,2.140508469157720306e-01
1.330000000000000071e+00,-3.718380918102651145e-02,-3.110807400487296537e-01,3.496582371021695890e-01,3.883614095380400477e-01,2.153061589902706754e-02,-2.062928506791670835e-01,2.241007970255821657e-01
1.330000000000000071e+00,-3.890486257887380839e-02,-6.242946593028386726e-02,-4.521639860566911695e-01,1.840267934967032004e-01,1.183742767348628377e-01,-2.055753419433570262e-01,2.360837726012049997e-01
1.199999999999999956e+00,-4.066170359571240345e-02,6.115640141375977556e-02,-1.144070186556903845e+00,-1.390146918777517282e-01,1.999822617022695426e-01,-2.056857570095934062e-01,2.471208350028299972e-01
3.300000000000000155e-01,-4.181210303030180597e-02,1.235578832696576090e-01,-8.524729296218479524e-01,-3.984403405151913380e-01,2.467279830209333502e-01,-2.077807155153604812e-01,2.546529402665906883e-01
-1.209999999999999964e+00,-4.163305273668182344e-02,-2.467949669102056931e-02,1.306090335533740543e-01,-5.424780473355397259e-01,2.687318372900061592e-01,-2.168157545109654083e-01,2.565297648505190375e-01
-2.439999999999999947e+00,-3.983754765532396269e-02,-2.170922620851412077e-01,9.561793675984242569e-01,-5.657252727102538570e-01,2.818981741059705115e-01,-2.375173715585930101e-01,2.533865464700957859e-01
