Original Signal,Approximation,D 1,D 2
-1.600000000000000089e+00,8.560005151530250544e-02,-2.982299216236235923e-02,1.368674414507705661e-01
-1.510000000000000009e+00,6.870882131347737509e-01,-1.739042881839397833e-03,2.311762276642128355e-01
-7.600000000000000089e-01,1.097686320867013565e+00,9.501659122130663715e-02,9.093960440194842620e-02
8.999999999999999667e-02,1.204891008526287388e+00,-2.586788821979382411e-02,-7.941326573557226653e-02
7.299999999999999822e-01,9.796714540647802894e-01,-1.498551596527523955e-01,-1.355759260164730584e-01
9.200000000000000400e-01,4.804492300698237073e-01,1.174465554989413130e-01,-8.035675772440187270e-02
9.499999999999999556e-01,-1.664467394040557713e-01,1.125378540409888994e-01,2.860849131878830456e-02
9.000000000000000222e-01,-8.029630489189939491e-01,-1.896871625958499175e-01,1.180478144234993892e-01
6.899999999999999467e-01,-1.278186151694365114e+00,3.733365829087526011e-02,9.830456869221645966e-02
1.400000000000000133e-01,-1.482918344700430824e+00,7.495346669980555709e-02,-3.983328682877478738e-02
-8.699999999999999956e-01,-1.370749368119745126e+00,-5.948624082251507267e-02,-1.547842357361106091e-01
-1.649999999999999911e+00,-9.674655246478162107e-01,3.562882639798464063e-02,-1.051352387994512333e-01
-1.649999999999999911e+00,-3.656556196199566289e-01,-1.591503264908239110e-02,6.312259964179163518e-02
-1.389999999999999902e+00,2.932021619821094660e-01,6.677544208399939334e-04,1.842362973212905708e-01
-4.899999999999999911e-01,8.477048080581259804e-01,-5.184013886191263243e-02,1.537590003480664436e-01
3.200000000000000067e-01,1.156146217271152521e+00,1.388708182775647351e-02,-2.994975875673970556e-02
7.500000000000000000e-01,1.134547208494560255e+00,2.186245543986823914e-01,-2.540294368372967293e-01
1.060000000000000053e+00,7.859493310444697345e-01,-2.386864346801453873e-01,-2.758629054655406532e-01
1.159999999999999920e+00,2.060727474769912249e-01,-2.424632139057740776e-01,3.256691413073404401e-02
1.080000000000000071e+00,-4.390698055659492116e-01,6.470454188932810435e-01,3.792556963133413284e-01
8.100000000000000533e-01,-9.593608710405203688e-01,-3.831762378210832320e-01,3.149946277925170790e-01
2.399999999999999911e-01,-1.198717138663986104e+00,-1.106061508709427349e-01,-1.255042394615729084e-01
-3.699999999999999956e-01,-1.082894993563000563e+00,1.593808509157782494e-01,-4.022648946189218422e-01
-1.280000000000000027e+00,-6.425334268015844286e-01,5.123082225013116803e-02,-2.014510903524730778e-01
-2.490000000000000213e+00,-2.637021512331684699e-03,-4.699324924297144934e-02,1.662267818867465552e-01
-1.429999999999999938e+00,6.563395606513752201e-01,-6.414414973483176241e-02,2.611435347762837700e-01
-5.699999999999999512e-01,1.151989414370810261e+00,1.479074236643220484e-02,8.642025842872043395e-02
5.899999999999999689e-01,1.350738958028243175e+00,6.533167866513804600e-02,-6.956836244357388066e-02
1.040000000000000036e+00,1.200710158455822851e+00,-2.413898433247629177e-02,-1.061988294528637689e-01
1.290000000000000036e+00,7.404316402232287153e-01,-9.424069293078433246e-03,-1.134886245249759479e-01
1.379999999999999893e+00,8.504911352637836708e-02,-3.617848161357539033e-02,-6.709211702829093182e-02
1.300000000000000044e+00,-6.053314666897359198e-01,5.046083400076728509e-02,1.041470117835850417e-01
1.080000000000000071e+00,-1.165413563319011470e+00,-8.551976909406336022e-03,2.266504713116588299e-01
3.699999999999999956e-01,-1.466126707668192752e+00,3.995812843397171174e-03,6.898037527084253939e-02
-2.999999999999999889e-01,-1.446012176750989253e+00,-2.428475391464151104e-02,-2.098119947186375400e-01
-9.200000000000000400e-01,-1.126892055799158188e+00,9.512592606625732555e-03,-2.244159915394972893e-01
-1.350000000000000089e+00,-6.080072784147011467e-01,-1.295636288818923280e-04,3.690382352128727950e-02
-8.299999999999999600e-01,-3.873753122478890143e-02,1.517501118482373484e-02,2.053412253130764420e-01
-3.900000000000000133e-01,4.229562170985401437e-01,5.336636898138452136e-03,1.107589822709110494e-01
3.699999999999999956e-01,6.541855715882366473e-01,-5.794630138919610457e-02,-5.052315482377278677e-02
7.500000000000000000e-01,6.005960646250542156e-01,3.854964364325323689e-02,-1.059029540303921268e-01
1.030000000000000027e+00,2.877410341136703575e-01,5.673988635752463122e-02,-7.714748943330650144e-02
1.179999999999999938e+00,-1.884278879607909352e-01,-1.167427080450191557e-01,2.434679957945021407e-03
1.090000000000000080e+00,-6.916505509517847372e-01,9.138865609201000939e-02,1.051840577590915510e-01
9.200000000000000400e-01,-1.081814874352079903e+00,-1.232059501609559203e-02,1.082334263453554046e-01
3.200000000000000067e-01,-1.250399753238691458e+00,-5.944523340337006662e-02,-4.559924663895612712e-02
-1.900000000000000022e-01,-1.146211237883351552e+00,5.241304314526854663e-02,-1.814180417373537635e-01
-8.900000000000000133e-01,-7.870853357747635837e-01,2.311206282846248530e-02,-1.072936156723105772e-01
-1.550000000000000044e+00,-2.588048634112363189e-01,-2.876857226975169241e-02,1.137993214912548928e-01
-1.820000000000000062e+00,3.016493455224280029e-01,-5.152180097312170082e-02,2.513510650105307276e-01
-8.299999999999999600e-01,7.369120614596053054e-01,1.319501934690756398e-02,1.529421639071661954e-01
0.000000000000000000e+00,9.094855597355891996e-01,1.444209222761036471e-01,-1.365739449519872972e-01
5.200000000000000178e-01,7.447002625415412025e-01,-9.329428112407607554e-02,-3.610671931053961448e-01
7.099999999999999645e-01,2.589720596144354237e-01,-2.289941706573050129e-01,-2.307807479716894872e-01
7.700000000000000178e-01,-4.335718258435405925e-01,4.099767901022127181e-01,1.890702156202726247e-01
7.800000000000000266e-01,-1.144815863299799785e+00,-2.388248166425816776e-01,4.275991446558709552e-01
5.400000000000000355e-01,-1.664606870326772015e+00,3.543959840960916874e-02,1.933778928117897422e-01
1.000000000000000021e-02,-1.825267025427039558e+00,-3.846246257951287800e-02,-2.121912167485886513e-01
-8.000000000000000444e-01,-1.559512379944078653e+00,7.533759676011915485e-02,-3.293438803180809837e-01
-1.250000000000000000e+00,-9.279371492463180937e-01,-9.807184497891660233e-03,-1.172249648725701143e-01
-1.070000000000000062e+00,-1.040826282637038885e-01,-4.020313793956858256e-02,1.484551887282362370e-01
-1.070000000000000062e+00,6.775747239220933915e-01,2.040131571355661977e-02,2.474858133229212165e-01
-6.600000000000000311e-01,1.197225140767100848e+00,-3.243108942464627970e-02,9.488654515676235579e-02
7.000000000000000666e-02,1.320856315946978388e+00,7.472750428849068982e-02,-2.058504656964666446e-01
6.999999999999999556e-01,1.041131025120799025e+00,-3.731459246418826481e-02,-3.007389545624461480e-01
8.499999999999999778e-01,4.745580473003221944e-01,-7.155407599820398645e-02,1.960056363833141344e-02
7.500000000000000000e-01,-1.841024167078054996e-01,1.295123727645996758e-01,3.892477099387297024e-01
7.900000000000000355e-01,-7.309622155452425440e-01,-1.028092552470842580e-01,2.966439220950234934e-01
6.899999999999999467e-01,-1.014421219212109815e+00,7.128399941465797529e-02,-1.558414254892461770e-01
2.200000000000000011e-01,-9.743913374856526532e-01,-5.998808820562842592e-02,-4.060547237156583167e-01
-6.300000000000000044e-01,-6.405452624671744699e-01,2.085462562273298140e-02,-2.281091317120606810e-01
-1.179999999999999938e+00,-1.067818392206780348e-01,2.255971785857685194e-02,7.442074227512797402e-02
-1.219999999999999973e+00,5.063001445816956991e-01,-1.255218757707969070e-02,1.991127395390956956e-01
-1.350000000000000089e+00,1.079542328319732958e+00,5.266435225727477375e-03,1.958485266262057489e-01
-6.300000000000000044e-01,1.507362498152328367e+00,-7.720583337212127972e-02,2.155154942115510563e-01
7.000000000000000666e-02,1.701037896973614405e+00,1.094609325590103349e-01,1.346906468915142485e-01
4.299999999999999933e-01,1.596789958251574104e+00,5.701378248281889841e-03,-2.500690139793192990e-01
6.899999999999999467e-01,1.173754139194752799e+00,-7.939570088528512259e-02,-6.274635521740682398e-01
9.399999999999999467e-01,4.801043849354933446e-01,-5.546988223902764303e-02,-3.464277680015486194e-01
1.010000000000000009e+00,-3.536962554367575895e-01,1.933763387548620705e-01,4.857754066175144492e-01
7.500000000000000000e-01,-1.130690431190297662e+00,-1.110050773159546311e-01,8.235216098318192124e-01
2.999999999999999889e-01,-1.638889471155372979e+00,-2.927644625200965731e-02,1.640264963869543791e-01
-1.300000000000000044e-01,-1.723604003613480540e+00,2.955552021284387973e-02,-6.081494282794188688e-01
-6.300000000000000044e-01,-1.350960712073048686e+00,1.249630600706604436e-02,-5.377825665913589237e-01
-1.600000000000000089e+00,-6.309129138895072098e-01,5.143354997126046166e-04,7.385286904458049362e-02
-1.760000000000000009e+00,2.132391872195955052e-01,1.732694253500568094e-03,3.717969807421137585e-01
-6.999999999999999556e-01,9.200231345506966196e-01,-2.456991370335387739e-03,1.966302302069440344e-01
-2.099999999999999922e-01,1.279465230057829972e+00,-6.655829578848573846e-02,-4.845397148079245292e-02
7.500000000000000000e-01,1.198857072837524518e+00,6.775864820150941104e-02,-1.485126730386006622e-01
1.010000000000000009e+00,7.246536021338778610e-01,9.162595971594429678e-02,-1.327981853237737153e-01
1.080000000000000071e+00,1.692102933314934554e-02,-1.749217497598073434e-01,-1.138142136855169358e-02
1.010000000000000009e+00,-7.092883546423460750e-01,2.876494522074948129e-02,1.524147968296419020e-01
7.500000000000000000e-01,-1.248338744485072427e+00,9.233782641019980253e-02,1.688636816519521189e-01
5.000000000000000000e-01,-1.458799116628684889e+00,4.062099370374143252e-03,-3.287993165021926151e-02
-5.500000000000000444e-01,-1.293588712113953765e+00,-8.960863544008847159e-02,-2.339167661239856255e-01
-1.429999999999999938e+00,-8.044760199102837239e-01,-1.219074142343227335e-02,-1.662098648295910197e-01
-1.879999999999999893e+00,-1.270218249370236030e-01,9.131966450471135088e-02,1.244487654268872506e-01
-1.429999999999999938e+00,5.538663416894041847e-01,-1.100054560251839328e-03,2.890416917773011019e-01
-2.600000000000000089e-01,1.051441751652960832e+00,-6.194432357774824066e-02,1.061228026765881627e-01
2.399999999999999911e-01,1.224606731136268722e+00,-3.923548909458928619e-02,-2.117134273596105176e-01
6.500000000000000222e-01,1.022021884198893504e+00,1.094804830820476360e-01,-2.824706985595253905e-01
8.100000000000000533e-01,4.970148336947333156e-01,1.783885094833693660e-02,-3.306696089833831287e-02
8.199999999999999512e-01,-2.044750569883018454e-01,-1.907839668335282179e-01,2.473643353066482531e-01
7.500000000000000000e-01,-8.856229871448950686e-01,1.753977192850530997e-01,2.647063458258340218e-01
2.700000000000000178e-01,-1.359102621269834943e+00,3.082823416308373785e-03,1.320223551314182210e-02
-2.300000000000000100e-01,-1.496615354210576454e+00,-1.021182837738382199e-01,-2.475802356611850052e-01
-1.250000000000000000e+00,-1.263638506628880886e+00,1.348887999894447971e-02,-2.653501827902568500e-01
-2.029999999999999805e+00,-7.212861994677435273e-01,7.787139948119942146e-02,-5.060057538204510569e-02
-1.820000000000000062e+00,-6.292777690538894561e-03,-3.154289999410853345e-03,1.840713383295052574e-01
-1.310000000000000053e+00,7.033194782064867701e-01,-8.508031638693223930e-02,2.877526660123478353e-01
-4.199999999999999845e-01,1.230484492803769481e+00,-8.375621423497386225e-03,2.123486104555967480e-01
3.699999999999999956e-01,1.437944918146375040e+00,1.114979038717366505e-01,-7.939375718152080763e-02
9.200000000000000400e-01,1.262436514498179951e+00,1.757260863552493127e-02,-4.309450160108284078e-01
1.070000000000000062e+00,7.349197550305293092e-01,-2.052814184326392510e-01,-4.119626755000961316e-01
1.100000000000000089e+00,-1.819832591713737777e-02,1.188329660754258443e-01,1.171115416629158745e-01
1.080000000000000071e+00,-7.981799347108732290e-01,1.674119995881976630e-01,5.820321196212803194e-01
7.900000000000000355e-01,-1.384284845909390382e+00,-2.944577819664436769e-01,3.823167770239956353e-01
2.600000000000000089e-01,-1.598107808149288989e+00,1.717925016995324738e-01,-2.236844740946339061e-01
-6.300000000000000044e-01,-1.364351743440257669e+00,-2.902592341088933159e-02,-4.869618716365567423e-01
-1.129999999999999893e+00,-7.395267085604951829e-01,1.847232078063671193e-02,-2.012038617502768245e-01
-1.310000000000000053e+00,1.017101333287674658e-01,-4.377932658940734967e-02,1.793532949717926983e-01
-1.389999999999999902e+00,9.209722844415265675e-01,-2.345660478100160262e-02,2.691156427846196908e-01
-6.099999999999999867e-01,1.492975698623221215e+00,1.122305636755023817e-01,1.086587669344823842e-01
-1.600000000000000033e-01,1.674241889189867605e+00,-1.018455516466996030e-01,-8.913981762807350606e-02
4.299999999999999933e-01,1.443103153719655252e+00,4.000509644208725263e-02,-1.725573845458364397e-01
5.500000000000000444e-01,8.954898529876742508e-01,-4.140761783583752492e-02,-8.300373811527639312e-02
5.600000000000000533e-01,2.047398006963549177e-01,4.021619795069401870e-02,1.024411714994858807e-01
5.000000000000000000e-01,-4.368956009795184059e-01,7.112214575193787081e-02,1.855605327470897514e-01
2.000000000000000111e-01,-8.717816591772705737e-01,-1.685181937328527058e-01,5.158788219580922457e-02
-2.099999999999999922e-01,-1.011721386942006085e+00,9.782456572024526842e-02,-1.617991451004371917e-01
-1.250000000000000000e+00,-8.463835490137591178e-01,3.365954507469472168e-02,-2.092293059420918533e-01
-1.699999999999999956e+00,-4.341984144149977354e-01,-4.050924951209668168e-02,-4.189591214557487897e-02
-1.820000000000000062e+00,1.187802453733281111e-01,-2.211169881949734406e-02,1.463285725461684617e-01
-1.699999999999999956e+00,6.829966272429465191e-01,-1.389595650893541041e-02,1.914330694015634049e-01
-9.200000000000000400e-01,1.125849199592334093e+00,1.162209826227743603e-01,1.206759636381342371e-01
2.300000000000000100e-01,1.336970300644781284e+00,-1.190897264183558846e-01,-8.627287490912747062e-03
8.199999999999999512e-01,1.249105664698998419e+00,-1.068301036982518583e-02,-1.938793299761906452e-01
1.110000000000000098e+00,8.617364718451434591e-01,1.241738653753574617e-01,-3.006402809789705532e-01
1.360000000000000098e+00,2.507013524989322728e-01,-1.009480549603870847e-01,-1.060288276666684071e-01
1.350000000000000089e+00,-4.403288844045646910e-01,6.081748976447767796e-03,2.828152859396089180e-01
1.270000000000000018e+00,-1.031462698921086218e+00,2.339654898549103565e-02,3.972556232309780166e-01
7.900000000000000355e-01,-1.358837400118809047e+00,2.613610773979539725e-02,4.729126220813274772e-02
1.600000000000000033e-01,-1.326948533999043223e+00,-4.983206213076970398e-02,-3.327473636461306117e-01
-4.000000000000000222e-01,-9.455056151643027595e-01,1.878702210260208222e-03,-2.711837972421297094e-01
-1.149999999999999911e+00,-3.317359128476911612e-01,3.277543711242589947e-02,8.676589557064082192e-02
-1.040000000000000036e+00,3.250015842715791581e-01,-6.845856368716274516e-03,2.375434602352757274e-01
-3.599999999999999867e-01,8.236675465328736623e-01,-6.242367505481775762e-03,4.591857559514196663e-02
3.200000000000000067e-01,1.018663837038906950e+00,-5.626818440733608734e-02,-1.404656119237572831e-01
