Original Signal,Approximation,D 1,D 2
-1.500000000000000000e+00,-3.902812785646015414e-01,5.615170136973900855e-02,-8.985169835754934498e-02
-1.250000000000000000e+00,3.146638300252579956e-01,1.532903386011379328e-02,1.721512375928263838e-01
-5.799999999999999600e-01,9.863011857775259017e-01,-2.646023999205682903e-02,3.160183745187284399e-01
-8.000000000000000167e-02,1.442018707120711785e+00,-6.031208728360650667e-02,1.441464843948778718e-01
5.100000000000000089e-01,1.557077821651187133e+00,7.408246001048830742e-02,-2.016268326909382846e-01
9.399999999999999467e-01,1.294121883643392534e+00,2.340803767230588330e-03,-3.365085927018269252e-01
1.159999999999999920e+00,7.129138092041459318e-01,-2.366437771685325417e-02,-1.041756377685034013e-01
1.280000000000000027e+00,-4.567693389634075452e-02,-5.145438260954868226e-02,2.346155243588716466e-01
1.189999999999999947e+00,-7.948938407960352004e-01,1.177629782569443034e-01,3.190638734168309565e-01
9.599999999999999645e-01,-1.350712368453433676e+00,-8.712453274645107215e-02,7.553022036276159368e-02
5.200000000000000178e-01,-1.580132157056225228e+00,-7.820712165467686924e-03,-2.319391590227179445e-01
-1.000000000000000056e-01,-1.435180168841208248e+00,4.934613623126200138e-02,-2.985381166819409682e-01
-7.199999999999999734e-01,-9.640675152875208820e-01,1.062980207086108853e-02,-9.688627571320164444e-02
-1.590000000000000080e+00,-2.953268487554000510e-01,-3.965229332497438586e-02,1.535162504457497912e-01
-1.912666667000000098e+00,3.957233740996146665e-01,-5.612900349468242372e-02,2.727267016678483480e-01
-1.139999999999999902e+00,9.317667657630182010e-01,8.243416508622858352e-02,2.153837223488275499e-01
0.000000000000000000e+00,1.176356411243797417e+00,7.942867312998176665e-02,-2.538152923231575681e-02
6.199999999999999956e-01,1.067436748640353317e+00,-1.391420907896229187e-01,-3.318630217072137123e-01
8.800000000000000044e-01,6.337708208760345352e-01,-1.163469315750714911e-01,-3.762032868118072582e-01
9.599999999999999645e-01,-9.465841348625048113e-03,3.270526555468403207e-01,1.086163689514751951e-02
1.010000000000000009e+00,-6.858849177756068949e-01,-1.334942274532390505e-01,4.480083608057255917e-01
8.599999999999999867e-01,-1.201790901265916478e+00,-1.684213903838461257e-01,3.901618054871677788e-01
3.300000000000000155e-01,-1.399219253011336095e+00,1.482672649370497808e-01,-1.098598133355745271e-01
-4.199999999999999845e-01,-1.204975445617350260e+00,5.581392771244396422e-02,-4.384691138571817359e-01
-1.110000000000000098e+00,-6.576444113229176214e-01,-8.019124452792618374e-02,-2.456532382623484723e-01
-1.389999999999999902e+00,9.871415426263166482e-02,-3.406745744067581766e-02,1.573638544743654610e-01
-1.219999999999999973e+00,8.551036111337373402e-01,2.756682948549865272e-02,2.999371295509561386e-01
-6.800000000000000488e-01,1.400763102242729374e+00,7.683256530867862977e-02,1.163957219301798990e-01
1.700000000000000122e-01,1.586011337958433076e+00,-5.469434845326338196e-02,-1.198279128471758936e-01
7.199999999999999734e-01,1.365960236896347268e+00,-1.003530719690826079e-01,-1.861388881072105483e-01
9.599999999999999645e-01,8.083719792809712645e-01,1.512284115408465690e-01,-7.773938749752934418e-02
9.899999999999999911e-01,6.847873404582727197e-02,-1.591174890045419371e-02,8.333179645611875352e-02
9.100000000000000311e-01,-6.598537119945292462e-01,-1.078488082778556595e-01,1.619203989895323659e-01
7.299999999999999822e-01,-1.197138016164541963e+00,7.585944604448671691e-02,8.523193650930342702e-02
1.499999999999999944e-01,-1.421927232136893648e+00,1.346884364417534619e-02,-8.691055535559240319e-02
-7.199999999999999734e-01,-1.294759224900261296e+00,-4.137912797957359057e-02,-1.843596413765918041e-01
-1.800000000000000044e+00,-8.617908593456565791e-01,1.529855136050575597e-02,-9.677567728522433466e-02
-1.860000000000000098e+00,-2.396635133675267260e-01,1.182766669550391024e-02,9.220185545642550773e-02
-1.389999999999999902e+00,4.129993268591126698e-01,-4.134914009608693132e-03,1.991207426408504733e-01
-4.400000000000000022e-01,9.318623362752322947e-01,-4.188029006249508607e-02,1.321897085239912284e-01
3.800000000000000044e-01,1.186441300430864043e+00,2.829028291028839320e-02,-5.858445753109763759e-02
8.699999999999999956e-01,1.113628959141088837e+00,8.439960463286674819e-02,-2.342093431570703987e-01
1.149999999999999911e+00,7.370928137474119790e-01,-1.171605659625589851e-01,-2.185011775427860570e-01
1.219999999999999973e+00,1.644603725210108947e-01,-2.700067786066125824e-02,4.727274040030578911e-02
1.159999999999999920e+00,-4.404978585499139676e-01,1.187957757539669090e-01,3.234952240482068531e-01
8.800000000000000044e-01,-9.036199540358438309e-01,-1.630348085382608966e-03,2.588083407447182016e-01
3.200000000000000067e-01,-1.091410601819611692e+00,-1.044485275874552921e-01,-1.207858278516792949e-01
-3.900000000000000133e-01,-9.503824938327771754e-01,3.373650790343520750e-02,-3.572932458213879392e-01
-1.320000000000000062e+00,-5.210782252595753672e-01,4.049331980240002821e-02,-1.668667652272585733e-01
-2.299999999999999822e+00,7.536313789217538583e-02,1.791694106736900277e-03,1.655528301350950582e-01
-2.000000000000000000e+00,6.749579597370356510e-01,-2.781071364282422867e-02,2.294616940282535322e-01
-5.100000000000000089e-01,1.117473377123005207e+00,-1.649243878273840350e-02,5.828476809465460429e-02
6.800000000000000488e-01,1.288689964464244442e+00,2.011796907578167898e-02,-5.390861683674815635e-02
1.209999999999999964e+00,1.145786851459857703e+00,1.169671974623651134e-02,-6.310880684260677942e-02
1.479999999999999982e+00,7.227143647715970065e-01,8.394027409440160681e-03,-1.074980007340683441e-01
1.570000000000000062e+00,1.197335617063796515e-01,-3.032868511750036120e-02,-1.131760027886001829e-01
1.570000000000000062e+00,-5.217550837682738418e-01,-1.427199079153989095e-02,6.792085879308910890e-02
1.300000000000000044e+00,-1.051120019555693341e+00,5.636881106827126842e-02,2.439479772935560231e-01
5.899999999999999689e-01,-1.345294752986700093e+00,-3.058184754744375233e-02,1.083545005721032461e-01
-1.499999999999999944e-01,-1.340066038946301497e+00,3.070662512223466811e-04,-1.928496013697633682e-01
-8.299999999999999600e-01,-1.049172649560877968e+00,8.493476986568571649e-04,-2.291717046644159705e-01
-1.320000000000000062e+00,-5.636076023045737404e-01,-1.361748553028772554e-02,2.933801982594202648e-02
-6.999999999999999556e-01,-2.797946981930638649e-02,1.857245269112089980e-02,1.944120600307872315e-01
-4.099999999999999756e-01,4.013470550220882838e-01,6.403200302166792840e-03,8.902887831961672771e-02
2.899999999999999800e-01,6.022553607250017427e-01,6.223438417744503459e-03,-7.229196439832487331e-02
7.299999999999999822e-01,5.234582833167857885e-01,-8.490278941004104907e-02,-1.019689377952016501e-01
1.010000000000000009e+00,1.969876234259076986e-01,1.162064365051523745e-01,-3.330011310586608597e-02
1.189999999999999947e+00,-2.753653482035173794e-01,-5.680434740386079012e-02,5.849945856243578268e-02
1.100000000000000089e+00,-7.543866533569519861e-01,1.410672065329379374e-02,1.108690129335798136e-01
9.899999999999999911e-01,-1.103836676785631576e+00,-1.308950374943186785e-02,4.017962894839981897e-02
5.200000000000000178e-01,-1.222758451951301062e+00,-9.870934949002128228e-03,-1.197119104634313397e-01
-2.000000000000000042e-02,-1.067305469159524067e+00,2.570831494862675995e-02,-1.856112729615453927e-01
-6.099999999999999867e-01,-6.588185937893193955e-01,9.042984842730077133e-03,-6.264182648698225775e-02
-1.320000000000000062e+00,-8.213718256500805726e-02,-2.801042300120523167e-03,1.532307178441389417e-01
-1.739999999999999991e+00,5.260382730408773577e-01,-4.961573853572830844e-02,3.071170319548212069e-01
-7.299999999999999822e-01,1.001850341839946035e+00,-5.049825164755758489e-03,2.274653419430109069e-01
2.000000000000000111e-01,1.192847706501325655e+00,1.078072726173799206e-01,-1.718562524903221311e-01
6.899999999999999467e-01,1.005170505027620287e+00,-1.421733239703440801e-02,-5.668669213053341149e-01
8.299999999999999600e-01,4.445514935535824774e-01,-1.727595909141266262e-01,-3.862142267136198792e-01
8.900000000000000133e-01,-3.670705122135338172e-01,1.072965034227168490e-01,3.228004502843812573e-01
8.699999999999999956e-01,-1.213429547924374852e+00,1.310542391234037207e-01,7.111926263867988096e-01
6.300000000000000044e-01,-1.844833575322915475e+00,-1.428986352268970250e-01,2.776276015318595580e-01
1.000000000000000021e-02,-2.060582830673761912e+00,-5.414026804625616390e-02,-3.894113001315821498e-01
-8.499999999999999778e-01,-1.782258573833002124e+00,1.068959987294354763e-01,-5.067793489731946543e-01
-1.320000000000000062e+00,-1.086796923786721214e+00,7.255975138799768999e-03,-1.179780317282962815e-01
-1.189999999999999947e+00,-1.833851484424884326e-01,-3.880356400475798440e-02,2.364934106017391457e-01
-1.169999999999999929e+00,6.569549280971624938e-01,-2.264621982278314238e-02,2.823075404000620625e-01
-6.400000000000000133e-01,1.194399548346199991e+00,5.827724965916654225e-03,7.635561710582036699e-02
8.999999999999999667e-02,1.297795478892558529e+00,7.126836443599722515e-02,-1.883034385241783848e-01
8.499999999999999778e-01,9.807373731331269218e-01,-5.312443295373860119e-02,-2.340652567203634626e-01
1.030000000000000027e+00,3.837710659466996854e-01,-7.490375426991949248e-02,3.208667149907489663e-02
9.599999999999999645e-01,-2.846798359782563570e-01,1.803564838092485134e-01,2.870891201544292781e-01
9.799999999999999822e-01,-8.215945013434877708e-01,-1.719022590869954403e-01,1.892554146376975444e-01
8.800000000000000044e-01,-1.088919502362148517e+00,9.480564443081344883e-02,-1.274436520238679260e-01
4.799999999999999822e-01,-1.040801420931012577e+00,-2.857909300978558192e-02,-2.820018341639332626e-01
-5.100000000000000089e-01,-7.166200045932317186e-01,-1.024847270482599076e-02,-1.675130275797503954e-01
-1.010000000000000009e+00,-2.111184366128424916e-01,2.435128273421590175e-02,3.430248149000418578e-02
-1.030000000000000027e+00,3.597773901138540120e-01,-1.283083492969064668e-02,1.646621315347428227e-01
-1.030000000000000027e+00,8.849230206341291982e-01,2.153542722870837450e-02,1.986753191665894813e-01
-3.900000000000000133e-01,1.268615674612330491e+00,-7.884695666682037252e-02,1.547857901049003726e-01
1.400000000000000133e-01,1.435707721000544668e+00,6.375805976588147517e-02,1.656101462254251991e-02
5.500000000000000444e-01,1.337701234760164004e+00,7.507498054785710639e-02,-2.153939350274226283e-01
8.000000000000000444e-01,9.671166326646389866e-01,-1.052671617398406451e-01,-3.695921872729256985e-01
1.000000000000000000e+00,3.748636044512114185e-01,-9.493597872332354415e-02,-1.806416090148190712e-01
1.040000000000000036e+00,-3.227747140568110740e-01,2.350060809968322617e-01,2.804880553694684142e-01
7.600000000000000089e-01,-9.596843367814427150e-01,-9.428772863381598701e-02,4.950602828733876581e-01
3.400000000000000244e-01,-1.361920087264868906e+00,-7.137802641600937692e-02,1.493985172301717512e-01
-1.499999999999999944e-01,-1.404980776414124666e+00,3.462777956881583213e-02,-3.448124180688456608e-01
-7.199999999999999734e-01,-1.063086681072524797e+00,3.767280677821115836e-02,-3.835444201679122367e-01
-1.639999999999999902e+00,-4.285394981631521216e-01,-1.134991301492519616e-02,1.880800818500701858e-03
-1.459999999999999964e+00,3.116638018456736048e-01,3.660696895284302598e-03,2.748740275751708761e-01
-5.300000000000000266e-01,9.359625734412762021e-01,-2.031211505920113916e-02,1.706164709707694849e-01
5.999999999999999778e-02,1.261002573877105126e+00,-4.507906676188687400e-02,-7.181408617359627544e-02
7.600000000000000089e-01,1.199669406445707187e+00,7.204694899534114239e-02,-1.586169795447459618e-01
1.040000000000000036e+00,7.829756196554429337e-01,6.743862208332179753e-02,-6.906412749839829779e-02
1.120000000000000107e+00,1.439649311814355237e-01,-1.612821747335164702e-01,6.089919602411753008e-02
1.010000000000000009e+00,-5.282593605109953128e-01,4.632621950541718908e-02,1.276042088885289694e-01
7.500000000000000000e-01,-1.044527196438615801e+00,4.894474831845371104e-02,8.358743198043701306e-02
3.900000000000000133e-01,-1.266272857492222403e+00,4.506549000824543877e-02,-6.024539966480038644e-02
-4.699999999999999734e-01,-1.137249381699968698e+00,-1.016453735699315852e-01,-1.850912778021585881e-01
-1.419999999999999929e+00,-6.942047445481583923e-01,-1.368098571925383672e-02,-1.270672333104310159e-01
-1.929999999999999938e+00,-5.722339036783406080e-02,7.370961382167878773e-02,1.130239892683884972e-01
-1.459999999999999964e+00,5.989555091110456697e-01,1.744098142196681342e-02,2.829843519216473369e-01
-4.799999999999999822e-01,1.088040745834550904e+00,-3.177255652659581597e-02,1.364380674352097533e-01
5.999999999999999778e-02,1.263046035602872097e+00,-1.032274160492269444e-01,-2.152145145261571968e-01
3.800000000000000044e-01,1.060835853804178441e+00,1.438151399159958987e-01,-3.620570222409942862e-01
5.899999999999999689e-01,5.260140602488739825e-01,1.010657703555435834e-02,-9.131506441368833493e-02
5.899999999999999689e-01,-1.976770325254985083e-01,-1.514780203692830951e-01,3.093265209789924919e-01
5.200000000000000178e-01,-9.082246038936497845e-01,1.254007083896325758e-01,3.805436990924478402e-01
1.400000000000000133e-01,-1.405900583467816212e+00,-1.458990434103664413e-02,4.427524121054436657e-02
-3.800000000000000044e-01,-1.551780433462090159e+00,-3.416318389141415057e-02,-3.224094534267677448e-01
-1.080000000000000071e+00,-1.305200094477480643e+00,-1.160816977825097907e-02,-3.505317768006963597e-01
-1.689999999999999947e+00,-7.300039083495205583e-01,5.398909236163659808e-02,-6.986589813505535151e-02
-1.639999999999999902e+00,2.746781323461204571e-02,1.915523465019991402e-03,2.209721297852546007e-01
-1.169999999999999929e+00,7.779539781427985412e-01,-7.583646834813827231e-02,3.279449222516672147e-01
-3.400000000000000244e-01,1.334611996561216873e+00,1.562926242041131134e-02,2.363305236000960985e-01
6.999999999999999556e-01,1.554556415952486059e+00,8.732971931646589525e-02,-5.022585769237816050e-02
1.120000000000000107e+00,1.372106754202200296e+00,-6.265959170411640293e-03,-4.185678375384122574e-01
1.239999999999999991e+00,8.184781133674303710e-01,-1.878603753317346636e-01,-4.819684057969021995e-01
1.280000000000000027e+00,2.270706910654250385e-02,1.805068664416682733e-01,6.950337342418865839e-03
1.229999999999999982e+00,-8.096127845821484703e-01,5.630939395872985170e-02,5.871114762668071529e-01
9.699999999999999734e-01,-1.446111463392934615e+00,-1.965744954396629884e-01,5.235400502143178203e-01
1.900000000000000022e-01,-1.692523850624872761e+00,9.353970650842573231e-02,-1.325661354686929472e-01
-5.899999999999999689e-01,-1.458278866240626970e+00,2.874446296485986055e-02,-5.557712021533481872e-01
-1.169999999999999929e+00,-7.929146754445761669e-01,4.341683320227020942e-03,-3.054100465272847620e-01
-1.459999999999999964e+00,1.232975392659279579e-01,-5.966221103905537670e-02,1.737206097781095471e-01
-1.290000000000000036e+00,1.033341814802974934e+00,-1.112247316332684241e-02,3.193488779066231964e-01
-6.999999999999999556e-01,1.687269808419936235e+00,8.489946711396555157e-02,1.202126377719927308e-01
-1.600000000000000033e-01,1.920670915353287489e+00,-2.761998036226550809e-02,-1.133323746170347007e-01
3.800000000000000044e-01,1.702290247628567066e+00,-3.896635784339654018e-02,-1.753708124827912385e-01
5.899999999999999689e-01,1.132700224852029258e+00,-2.479423216116817888e-02,-5.009985706323685090e-02
6.300000000000000044e-01,3.994991157789753444e-01,8.319909987510500093e-02,1.297979760877780164e-01
5.600000000000000533e-01,-2.894110058212869818e-01,1.570191788760294527e-02,1.687205171369501044e-01
3.599999999999999867e-01,-7.665300386332257743e-01,-1.166055900342343604e-01,1.101309723503489553e-02
-8.000000000000000167e-02,-9.419521257546542570e-01,5.078279430477691814e-02,-1.729185820789965744e-01
-8.499999999999999778e-01,-8.090497795739592934e-01,5.886159809345706956e-02,-1.874196338827646136e-01
-1.500000000000000000e+00,-4.291290654613061362e-01,-4.765580766270417767e-02,-3.375839778007489606e-02
-1.929999999999999938e+00,9.428939378141545924e-02,-6.718113920274208783e-03,1.288086150345675862e-01
-1.689999999999999947e+00,6.395306493824269856e-01,-1.173830208482164010e-02,1.866345916674364003e-01
-3.900000000000000133e-01,1.084890194378746120e+00,4.459379821331639626e-02,1.482317394195568350e-01
3.800000000000000044e-01,1.325230833597047075e+00,-2.335312886880738445e-02,2.577177087051775450e-02
9.399999999999999467e-01,1.290733751600688706e+00,-2.152800753214345261e-02,-1.904285656484757949e-01
1.229999999999999982e+00,9.679500581090434430e-01,5.654724299009167288e-02,-3.442845186091714194e-01
1.489999999999999991e+00,4.154701873785873190e-01,-6.064218148000736358e-02,-1.625502466824451930e-01
1.469999999999999973e+00,-2.379590675614672302e-01,-1.913519196639197140e-03,2.803661191767707339e-01
1.209999999999999964e+00,-8.194327056882263483e-01,8.831310001939483845e-02,4.582172217217014287e-01
7.900000000000000355e-01,-1.161175223045081584e+00,-8.203509223970299746e-02,9.298621651353784767e-02
1.600000000000000033e-01,-1.155760949837867368e+00,-5.058330541881646096e-03,-3.562237594023623388e-01
-4.500000000000000111e-01,-7.989238057770536861e-01,3.038202002220961873e-02,-3.138448963508593259e-01
-1.320000000000000062e+00,-1.981297080296886282e-01,1.311697120225201532e-02,8.787399898160375145e-02
-1.169999999999999929e+00,4.582155867715857478e-01,-3.152135080728962931e-03,2.637648720649345968e-01
-5.400000000000000355e-01,9.612513494049089724e-01,-6.281855098373680113e-02,5.028826843252808682e-02
2.099999999999999922e-01,1.153102601979774100e+00,5.648561370719204500e-02,-1.567905876404815380e-01
8.299999999999999600e-01,9.756954210885586676e-01,1.884676627425246193e-02,-7.991939637029281396e-02
