Original Signal,Approximation,D 1,D 2,D 3
-1.040000000000000036e+00,1.085932093071828169e-01,1.431223021516734306e-01,-2.393528072216698499e-01,-2.753528255240799139e-01
-1.499999999999999944e-01,9.966607596984088102e-02,-1.101187686094998452e-01,-3.073008337030087578e-01,-5.712548640901317087e-01
6.800000000000000488e-01,9.903318541229116923e-02,2.426000173048526928e-02,7.081246306151110781e-02,-7.308187390511144965e-01
1.110000000000000098e+00,1.074108038480852817e-01,3.000103341955287148e-02,4.529391347774390786e-01,-7.408340744930591582e-01
1.290000000000000036e+00,1.245445170184110717e-01,-1.384088252002817730e-02,3.385548817660850585e-01,-6.041161874787864816e-01
1.030000000000000027e+00,1.491196203701760370e-01,-4.022320302820955873e-02,-1.511118154475573072e-01,-3.388072126579309562e-01
5.500000000000000444e-01,1.787634046513211783e-01,8.592438323802507882e-02,-4.730328249087273895e-01,1.803296751751662721e-02
-1.499999999999999944e-01,2.104812001800041021e-01,-7.823484366673461032e-02,-3.220691341551993880e-01,4.014671316868611006e-01
-7.299999999999999822e-01,2.400988354370117983e-01,3.778598550318483518e-02,9.322222837058918854e-02,7.212042523999191435e-01
-4.600000000000000200e-01,2.640197654034628361e-01,-3.576528025858996540e-02,3.555439996139689307e-01,8.807873204096734465e-01
-4.199999999999999845e-01,2.790280007022385433e-01,5.966062360977843204e-02,2.998439020484499618e-01,8.099826775821641345e-01
-4.199999999999999845e-01,2.835043515338513953e-01,-2.708571902137248133e-02,8.394564131729496947e-02,5.000227030265452788e-01
-4.600000000000000200e-01,2.767632537791044345e-01,-1.381687893775401105e-02,-1.390723144386948606e-01,1.942650448434797561e-02
6.899999999999999467e-01,2.594021373606699710e-01,-5.352673501799328631e-02,-3.370256197885120319e-01,-4.961271950818550436e-01
1.050000000000000044e+00,2.330369615104727898e-01,1.547905978026439255e-01,-3.514912222647588180e-01,-8.871254164294932743e-01
1.459999999999999964e+00,2.002787923490655930e-01,-1.149262170391875115e-01,1.463742373451231045e-02,-1.024436871498293877e+00
1.219999999999999973e+00,1.645954323632416449e-01,-4.013491558774837271e-03,4.908052355261366406e-01,-8.572157432477266470e-01
9.000000000000000222e-01,1.293960026806562358e-01,-3.290580663354412613e-03,4.658138905486089998e-01,-4.337386565779313141e-01
2.899999999999999800e-01,9.743725455978667627e-02,1.047508920888554074e-01,-1.020781074437413644e-01,1.178755957689781031e-01
-2.300000000000000100e-01,7.075574295660072566e-02,-8.068275629448484754e-02,-4.981431405520627131e-01,6.307281314304922226e-01
-3.499999999999999778e-01,5.102587520091723949e-02,-5.961172572376362971e-02,-2.840741560705983271e-01,9.560770883024738431e-01
-1.040000000000000036e+00,3.951143559644786085e-02,7.510799890446666349e-02,1.266755678354995751e-01,1.006322705149732988e+00
-9.100000000000000311e-01,3.643727007183177047e-02,5.272730661863064827e-02,2.330736490372952996e-01,7.747966715687504280e-01
-9.100000000000000311e-01,4.128968460971050441e-02,-5.818568970575767330e-02,1.166006428774750414e-01,3.335567818789181849e-01
-5.500000000000000444e-01,5.351227372860296871e-02,-1.190060393899361330e-01,3.806276594091666243e-02,-1.938184751852592147e-01
-5.999999999999999778e-02,7.255098986573353670e-02,2.011471830754187062e-01,-1.916427637832223557e-02,-6.648909598982248870e-01
6.500000000000000222e-01,9.793552525720067292e-02,-9.496948230187483853e-02,-1.081881081540702894e-01,-9.544399534216417846e-01
9.100000000000000311e-01,1.284382448102405483e-01,5.528015837129467841e-02,-1.120550143295951095e-01,-9.854614426664671800e-01
9.300000000000000488e-01,1.634550692372118696e-01,-1.336345181713532448e-01,-4.958369496648393215e-04,-7.469624558383415325e-01
6.199999999999999956e-01,2.017715951249294815e-01,7.320905764772356328e-02,7.107278486707022114e-02,-2.991388748417619925e-01
2.800000000000000266e-01,2.425450695641351850e-01,1.154037647929303800e-01,3.447094199373825635e-02,2.395115659796973329e-01
-4.000000000000000083e-02,2.833781289064952191e-01,-1.094503076679162884e-01,-5.451932936293197099e-03,7.224520090174892939e-01
-5.500000000000000444e-01,3.221286991882773565e-01,-6.743616773397158315e-02,6.444249759005290026e-03,1.013586350785454782e+00
-6.600000000000000311e-01,3.558321676328823902e-01,8.366190945746097840e-02,9.103603490237267490e-03,1.027028923066158006e+00
-7.299999999999999822e-01,3.820330402905555700e-01,3.059864510321203337e-02,-1.246066186300645411e-02,7.543108496008841257e-01
-6.600000000000000311e-01,3.979158432261699074e-01,8.255982458228085935e-03,1.089598215229179530e-03,2.671609509040633879e-01
-6.600000000000000311e-01,4.014395354207044297e-01,-9.853091934486345183e-02,4.304380570941483686e-02,-3.012114782592880680e-01
1.799999999999999933e-01,3.912950660892933197e-01,-3.066527171357236181e-02,2.408436199076249493e-02,-7.959619917080544838e-01
5.400000000000000355e-01,3.677415737980673782e-01,1.983335658868533025e-01,-7.829666209142834010e-02,-1.084331959440142157e+00
8.900000000000000133e-01,3.328617012117826013e-01,-9.529605573946510477e-02,-1.442495777302434945e-01,-1.089762975559630087e+00
8.199999999999999512e-01,2.905690205069098031e-01,-7.612385341552474483e-02,-4.641584725249171817e-02,-8.101620545139553986e-01
5.600000000000000533e-01,2.455517741832934919e-01,-3.324473120078037108e-02,1.480206686092737089e-01,-3.134465316792924283e-01
-4.000000000000000083e-02,2.031700495385065086e-01,2.656393390470026539e-01,2.074245138602253957e-01,2.801223840451755320e-01
-1.239999999999999991e+00,1.689776722029844858e-01,-2.625627352296968642e-01,4.920099724741438391e-02,8.251333232562171327e-01
-5.410000000000000142e+00,1.484547927637847320e-01,7.926474958211163213e-02,-1.110096442871636863e-01,1.182294471376383438e+00
-5.410000000000000142e+00,1.448567605019144000e-01,-1.784090881069532765e-03,-9.459347824502503665e-02,1.248764203108274851e+00
-8.100000000000000533e-01,1.588246096508277583e-01,5.895087001492477913e-02,-5.277978449392935895e-02,9.869076009527104620e-01
-8.100000000000000533e-01,1.883374107841689626e-01,-8.715792448176878926e-02,-1.368410818289365061e-01,4.429715286947113473e-01
-6.600000000000000311e-01,2.291434793769570044e-01,2.134399849487084166e-02,-1.267136869583485592e-01,-2.528012286867841740e-01
5.100000000000000089e-01,2.752925984145991878e-01,9.079760386465270117e-02,1.748295268672874769e-01,-9.111966672683629032e-01
9.699999999999999734e-01,3.187928015232870393e-01,-1.867362232514276355e-01,4.313935501849899268e-01,-1.336261041523596038e+00
1.399999999999999911e+00,3.519372029566569804e-01,1.931110184413673270e-01,2.037876729143952848e-01,-1.389355173470846250e+00
1.270000000000000018e+00,3.670012066785138249e-01,-9.000985317276773146e-02,-3.022072004795289257e-01,-1.043098632591051400e+00
9.300000000000000488e-01,3.597329277148043625e-01,-7.072249041746037253e-03,-4.742450851869558504e-01,-4.006641657221903241e-01
2.200000000000000011e-01,3.279754611162687961e-01,-7.133098479531594163e-03,-1.500019886708442995e-01,3.361296080138676534e-01
-1.040000000000000036e+00,2.743657145222771487e-01,7.232115063278715672e-02,2.462403544667636779e-01,9.372429750785701286e-01
-1.239999999999999991e+00,2.040131879633704237e-01,-6.730324725250928786e-02,3.269192335228693902e-01,1.229916974437115895e+00
-5.999999999999999778e-01,1.262633212006022687e-01,1.000355803295339616e-02,1.189853056249026014e-01,1.158484863737186066e+00
-4.600000000000000200e-01,5.201506535449409996e-02,-5.472739087504198234e-03,-1.158495236895232261e-01,7.921766612262541862e-01
-3.200000000000000067e-01,-6.466063616519625475e-03,4.361265127283563137e-02,-1.788766286604139555e-01,2.830585195712883584e-01
2.399999999999999911e-01,-3.784727667887179126e-02,-1.691638896599974295e-02,-7.511197859243523567e-02,-2.071656113248054321e-01
7.500000000000000000e-01,-3.318213006574467772e-02,-1.004199170708734989e-01,3.888161603906604286e-02,-5.668424044235904624e-01
1.090000000000000080e+00,1.265599810495313116e-02,1.175298327816118871e-01,5.244602829382678799e-02,-7.575090277586074006e-01
1.320000000000000062e+00,9.949339986122124335e-02,3.296403572454301850e-02,1.254676072398728907e-02,-7.949015563700487785e-01
1.320000000000000062e+00,2.227161607130610232e-01,-6.407788227423878713e-02,7.645255125039255098e-03,-7.076429738725987795e-01
1.270000000000000018e+00,3.726469910471694180e-01,-1.496284893045905506e-01,3.057520099316654236e-02,-5.099485591805272833e-01
7.900000000000000355e-01,5.361211756309852694e-01,2.198186456916874920e-01,1.851918408014226886e-02,-2.033917320474544765e-01
2.500000000000000000e-01,6.969797106362917161e-01,-4.490047932330065196e-03,-3.467265718663979646e-02,1.919363227547771222e-01
-1.030000000000000027e+00,8.387789557579867772e-01,1.446580072888946182e-02,-6.051338696368022130e-02,6.058575066084465055e-01
-5.419999999999999929e+00,9.463386596401605066e-01,-2.644138875037479464e-01,-9.981704065818308366e-03,9.160236466442169823e-01
-1.239999999999999991e+00,1.007853719418709826e+00,1.730313451439836891e-02,5.292839236545720388e-02,9.877795100620535562e-01
-1.239999999999999991e+00,1.016550520363399990e+00,4.577720077789221853e-01,2.867816320159728011e-02,7.422801155271220308e-01
-1.239999999999999991e+00,9.712699771006733096e-01,7.925922002204431605e-02,-3.360721753444811943e-02,2.137021198049758319e-01
1.300000000000000044e-01,8.765070780051554822e-01,-1.180818549666688533e+00,1.931984768142808780e-03,-4.398270431257613189e-01
7.800000000000000266e-01,7.415377622439560668e-01,8.151050275378125543e-01,7.917421372739298635e-02,-9.874876074912973811e-01
1.250000000000000000e+00,5.805346617766415918e-01,9.436316826116134537e-01,2.983558565083125995e-03,-1.218362290820560911e+00
1.189999999999999947e+00,4.104260871778462327e-01,-1.573401577171744448e+00,-1.680511243204758920e-01,-1.032433146233491472e+00
8.199999999999999512e-01,2.483816648776659419e-01,3.131812827704204549e-01,-1.337979539606808099e-01,-4.854530446656150078e-01
1.400000000000000133e-01,1.089425899845670176e-01,7.354556354140724395e-01,1.370331194230696159e-01,2.330297503427624650e-01
-3.800000000000000044e-01,3.692083120851884573e-03,-3.436267947104095222e-01,2.930266533632390757e-01,8.761174629831103289e-01
-6.600000000000000311e-01,-5.991184932451866507e-02,-2.509857405011834963e-01,1.229814840040009682e-01,1.233527304776407041e+00
-1.239999999999999991e+00,-7.969103400430659068e-02,4.096961154438868991e-02,-1.774660426583610784e-01,1.202172672680499321e+00
-5.419999999999999929e+00,-5.970751217500431390e-02,2.839547505900401059e-01,-3.376741909759585214e-01,8.103342729008861101e-01
-8.100000000000000533e-01,-8.856064570198435640e-03,-3.901462869754549617e-02,-2.506226702697361697e-01,1.925922460163531358e-01
-3.499999999999999778e-01,6.066238530184294570e-02,-3.132844600964826975e-01,8.844551047838027091e-02,-4.625086649890533530e-01
1.400000000000000133e-01,1.349538371132034120e-01,1.832313298056410245e-01,4.796501273996228165e-01,-9.719029130418179729e-01
7.399999999999999911e-01,2.001060987863411966e-01,1.670834690511937004e-01,4.725446741000489115e-01,-1.205185125711528249e+00
1.209999999999999964e+00,2.441939054470484982e-01,-2.156437499190222984e-01,-9.434789341558295905e-02,-1.111209267218356445e+00
1.270000000000000018e+00,2.587094544636380777e-01,-1.151196837168735974e-04,-6.422487230118028023e-01,-7.268793388594703142e-01
9.000000000000000222e-01,2.397141282807470908e-01,1.181695899649348735e-01,-4.877716657158545077e-01,-1.636681873277229804e-01
1.400000000000000133e-01,1.884862540063786396e-01,-8.017507068421703131e-02,1.799453317409017428e-01,4.212760077204579234e-01
-8.100000000000000533e-01,1.116848190542126806e-01,-6.219107897443295653e-03,5.419309029066681216e-01,8.693846153999259529e-01
-9.100000000000000311e-01,1.958078044526467831e-02,1.100113418878204824e-01,2.916706594672855979e-01,1.067814676796023710e+00
-1.030000000000000027e+00,-7.487432133734869821e-02,-8.592742190907978750e-02,-9.461793737736139132e-02,9.823611994600471853e-01
-7.299999999999999822e-01,-1.581818300332527016e-01,-1.432860452614970193e-01,-2.161971823610475685e-01,6.647943018683194483e-01
-5.000000000000000000e-01,-2.170951543659151439e-01,8.864277062229096449e-02,-1.916807592462333176e-01,2.260153390166682874e-01
-3.499999999999999778e-01,-2.415954683571855111e-01,4.268129474534094192e-01,-1.459621631399137254e-01,-2.081841871486330153e-01
3.200000000000000067e-01,-2.255126402098780736e-01,-3.244392268548296210e-01,4.347721479092951646e-02,-5.417293360403990787e-01
1.030000000000000027e+00,-1.677388673763679783e-01,-1.062412352486267197e+00,2.806978162661898923e-01,-7.296062693051973413e-01
1.389999999999999902e+00,-7.195558790543875316e-02,2.192741942690220824e+00,2.028360706037201644e-01,-7.705817652240783966e-01
1.399999999999999911e+00,5.364217700529542304e-02,-1.445937389609924351e+00,-1.550745195017174949e-01,-6.841046122351792658e-01
9.699999999999999734e-01,1.968693471609221646e-01,-1.595137710094154671e-01,-2.791703065832615849e-01,-4.875693875652141740e-01
3.599999999999999867e-01,3.443434580096789710e-01,6.843554419705990544e-01,4.878097618698382099e-03,-1.952116079504069568e-01
-4.199999999999999845e-01,4.817934102962109777e-01,-1.986159065584924832e-01,2.437272167392715849e-01,1.660548153641942248e-01
-5.459999999999999964e+00,5.973813123138644876e-01,-1.218821124830340857e-01,1.051746384157026398e-01,5.368158933576486769e-01
-1.030000000000000027e+00,6.808286251528827826e-01,7.874733293232311082e-02,-1.543239625504752854e-01,8.220083916379357092e-01
-1.030000000000000027e+00,7.268225691459356819e-01,4.360632666822829295e-02,-1.793468793386920890e-01,9.173087143625054951e-01
-9.100000000000000311e-01,7.334182780906677301e-01,-2.206277425016478499e-01,-3.942941031541416334e-03,7.550809603915819013e-01
-3.200000000000000067e-01,7.040210301586723451e-01,9.914129899866151729e-02,1.289278737461943547e-01,3.474515519604938207e-01
5.300000000000000266e-01,6.449205121375147787e-01,4.211036829705468998e-01,1.118173854404169304e-01,-1.987004950498645339e-01
1.310000000000000053e+00,5.652910758502051047e-01,-2.312742565346918577e-01,8.563844528120605551e-03,-7.103905429063617216e-01
1.570000000000000062e+00,4.750263589587201407e-01,-1.213206292523437257e+00,-7.606573761754201191e-02,-1.010998162205180906e+00
1.550000000000000044e+00,3.843075705409927378e-01,2.243539658591598762e+00,-8.385453961947560153e-02,-9.891854096889648451e-01
9.899999999999999911e-01,3.024458121696152468e-01,-1.387194255413763733e+00,-1.776070753147116973e-02,-6.471115657205569471e-01
4.299999999999999933e-01,2.363257999066638027e-01,-1.172173061845294961e-01,7.337793959445317038e-02,-9.950523738289196451e-02
-4.199999999999999845e-01,1.896066565287752859e-01,4.392513900725270037e-01,1.003412149109283724e-01,4.685628027856124644e-01
-3.800000000000000044e-01,1.628591093079845009e-01,8.160369092852444439e-02,-2.238883052827552334e-04,8.710771899364740944e-01
-3.800000000000000044e-01,1.543236825446758498e-01,-2.151070006815261615e-01,-1.419228187066488012e-01,9.879928339608015087e-01
-2.300000000000000100e-01,1.602280617255496253e-01,-3.653407657510085449e-02,-1.456252016756250656e-01,7.985170608433680428e-01
-5.999999999999999778e-01,1.749749076322558716e-01,8.914553638167541094e-02,1.421415871479192808e-02,3.811138484777477631e-01
-2.300000000000000100e-01,1.927051563571933746e-01,-2.167940243058205999e-02,1.652956315256422226e-01,-1.255995584481021388e-01
1.400000000000000133e-01,2.081082759509489954e-01,6.843703047540422579e-02,1.864019871100698056e-01,-5.721444439771777857e-01
1.000000000000000000e+00,2.171748851418045800e-01,-1.278677753885882340e-01,1.134956844650149843e-01,-8.422214849355473820e-01
1.260000000000000009e+00,2.174920800556192912e-01,1.178470208343331133e-01,-3.852565314314557871e-02,-8.793312043521088750e-01
1.340000000000000080e+00,2.085351285066220917e-01,-3.911000896220288153e-02,-2.689289183655156901e-01,-6.870944007665541475e-01
8.599999999999999867e-01,1.920303273860415050e-01,-1.178858266435720004e-01,-3.546145238406577249e-01,-3.203190348160642187e-01
3.800000000000000044e-01,1.703905093839106211e-01,1.447623583340834075e-01,-7.777935345244421650e-02,1.336892904252255654e-01
-2.899999999999999800e-01,1.472067594696548354e-01,8.703284684747902844e-02,2.643542636726906592e-01,5.691383939611115439e-01
-1.030000000000000027e+00,1.258406173641324899e-01,-1.412158451638119150e-01,2.539526343422646160e-01,8.779751353822737858e-01
-1.239999999999999991e+00,1.099369645377467203e-01,-1.745596366579386105e-01,1.751044718115244425e-01,9.701040795824087404e-01
-8.100000000000000533e-01,1.016259030645721012e-01,1.255608343512603364e-01,3.893988606917782036e-01,7.980043774913980759e-01
-5.500000000000000444e-01,1.020005126267726631e-01,4.403008710875689347e-01,2.151976787010794201e-01,3.831700876653064136e-01
-5.500000000000000444e-01,1.111363146414363207e-01,-1.874750292059002843e-01,-8.680611665531855481e-01,-1.769630704608761429e-01
-8.000000000000000167e-02,1.279995083569838155e-01,-1.401080447463411316e+00,-1.433300572431259079e+00,-7.238524928705367678e-01
6.600000000000000311e-01,1.513017876830906883e-01,2.455071108559664594e+00,-1.957080457195222584e-02,-1.085730360868855993e+00
1.070000000000000062e+00,1.790894166454028713e-01,-1.468722149613427286e+00,1.794674671723881287e+00,-1.136969299232442943e+00
1.090000000000000080e+00,2.104785331440650054e-01,-1.675466818711639494e-01,1.358373219950805622e+00,-8.465964627461920466e-01
6.800000000000000488e-01,2.440448106074861456e-01,4.841081214927924758e-01,-6.906076014871200819e-01,-2.966460302636601543e-01
2.000000000000000042e-02,2.792288783136622765e-01,1.249677578692824642e-01,-1.452405607785648423e+00,3.466890059217527242e-01
-5.500000000000000444e-01,3.156403199166712970e-01,-2.319447905824051914e-01,-3.810807014149451000e-01,8.886994135144410389e-01
-7.299999999999999822e-01,3.536882445649112694e-01,-1.410549030100343715e-01,5.430510484843282804e-01,1.172648401970315613e+00
-9.100000000000000311e-01,3.931715573245987971e-01,1.766419645218715861e-01,4.084394724846269198e-01,1.126941154015347557e+00
-5.500000000000000444e-01,4.327157238093892744e-01,5.613501851459519465e-02,3.478686836716301384e-02,7.778911982510217094e-01
-2.000000000000000111e-01,4.703501259499504039e-01,-2.420487718065758576e-02,-9.649342665716699463e-02,2.322059677458538640e-01
-1.300000000000000044e-01,5.027646198399855493e-01,-1.813237595792412393e-01,-1.424553940560489562e-01,-3.616963324354564024e-01
1.400000000000000133e-01,5.259500345490210060e-01,1.735558479034799984e-01,-1.393878206409050226e-02,-8.540365103454262696e-01
7.700000000000000178e-01,5.348173470146860842e-01,-2.370641358759760162e-02,2.624956028558511067e-01,-1.126409697520541986e+00
1.219999999999999973e+00,5.248694690207652558e-01,2.469704213172357887e-02,2.311186395628956891e-01,-1.113270443082059025e+00
1.179999999999999938e+00,4.923716895732790921e-01,-1.358941032585869457e-01,-1.736850620227946840e-01,-8.143650713808455732e-01
6.899999999999999467e-01,4.353781048450177660e-01,1.471158638954409015e-01,-4.044096487982449806e-01,-2.973700852221029534e-01
-1.700000000000000122e-01,3.549886640783437852e-01,-8.720187739565662954e-02,-1.868729439129954151e-01,3.102723915807999444e-01
-3.200000000000000067e-01,2.554155061822518391e-01,8.605171668653426031e-02,1.187226190857965519e-01,8.465418944682741031e-01
-2.899999999999999800e-01,1.441500762825979054e-01,-9.702628929699835814e-02,1.518095099819599114e-01,1.155989014700499862e+00
-3.499999999999999778e-01,3.048227621016018699e-02,4.738642685356558859e-02,8.193589981650527265e-02,1.137252265470569679e+00
-5.500000000000000444e-01,-7.403964431472064012e-02,-4.298492198142173787e-02,2.656724643418192366e-01,7.829704296163508825e-01
-5.500000000000000444e-01,-1.575325621719815272e-01,9.365463418686247044e-02,4.335550044743787801e-01,1.915323737361462608e-01
-4.199999999999999845e-01,-2.089808523768982573e-01,-2.910108141415137031e-02,-9.911470340277200863e-02,-4.560213051088367053e-01
1.100000000000000006e-01,-2.205673358456501643e-01,-1.039204122508281536e-01,-9.719021060247567956e-01,-9.521134006199944988e-01
5.899999999999999689e-01,-1.884658738659854005e-01,5.350886910160478765e-02,-7.813842781183991670e-01,-1.133109339522380576e+00
9.000000000000000222e-01,-1.134235479389654050e-01,1.210459192795527994e-01,5.775456572302669622e-01,-9.387481407797956257e-01
9.200000000000000400e-01,-1.236098719013131947e-03,-9.469762193303368769e-02,1.267719258639312230e+00,-4.376499678675260241e-01
7.900000000000000355e-01,1.379801984577206375e-01,-9.715988265221667253e-02,3.258764475153841933e-01,1.938899791287947982e-01
5.200000000000000178e-01,2.902903416108671419e-01,1.214028481145392191e-01,-7.860177394247088722e-01,7.331586204217116487e-01
1.799999999999999933e-01,4.404216098748875430e-01,3.733712798870831434e-02,-6.329693823483427684e-01,9.924777342461753582e-01
-3.499999999999999778e-01,5.728644322337478334e-01,-9.294402429517405195e-02,1.001537474164694019e-01,8.875985156278869415e-01
-1.239999999999999991e+00,6.748201790591976668e-01,6.414851541857813887e-03,1.929689294512208220e-01,4.683873225750072589e-01
-1.239999999999999991e+00,7.368346129931412358e-01,2.979933277177786860e-02,-8.740996146621207719e-02,-1.029481409469684972e-01
-1.239999999999999991e+00,7.551941029281818984e-01,-1.576407854773148034e-03,1.524510783636100208e-01,-6.165164247042631551e-01
-5.500000000000000444e-01,7.311611288965123023e-01,8.038059952862214655e-03,6.074044199080961270e-01,-8.941856383432214006e-01
1.900000000000000022e-01,6.719868412752534326e-01,1.120881803369153454e-02,2.049434547382665561e-01,-8.537448025105834892e-01
5.799999999999999600e-01,5.885331317679478591e-01,-1.031742590764805623e-01,-8.459162543232328080e-01,-5.292154016534591499e-01
1.239999999999999991e+00,4.950048332837755916e-01,1.176718022595921176e-01,-9.425204700503080346e-01,-4.633635050497410257e-02
1.290000000000000036e+00,4.057277021597422983e-01,1.280260327057858132e-02,3.402248384889139943e-01,4.328517129105861616e-01
1.139999999999999902e+00,3.340874119158336319e-01,-9.196124149650097834e-02,1.210437233875288676e+00,7.690226088738866261e-01
