Original Signal,Approximation,D 1,D 2,D 3
-1.540000000000000036e+00,1.349765586666198669e-01,-5.048362219720275296e-02,5.730000124662205652e-01,3.712230396195777549e-01
-1.540000000000000036e+00,2.006860970688290613e-01,1.140012616834072123e-01,-5.799769052711060274e-02,4.066321486087262072e-01
-1.199999999999999956e+00,2.800145229869470676e-01,-1.680028016034001981e-01,-6.097568604041071483e-01,4.338770300265635260e-01
1.499999999999999944e-01,3.742519399971264704e-01,2.754804652096415896e-01,-6.645260715176513067e-01,4.663902415721357109e-01
1.199999999999999956e+00,4.805858156409421600e-01,-3.370342951703268475e-01,-2.839613933417664549e-01,4.553085461681448676e-01
1.199999999999999956e+00,5.940346485750875871e-01,1.604674903607827274e-01,3.636017241746929418e-01,3.211442035389569516e-01
1.330000000000000071e+00,7.057515634143325389e-01,1.219467208370681038e-01,8.906704894664226879e-01,1.813271785568586203e-02
1.330000000000000071e+00,8.060712200173989483e-01,-1.796819996250931806e-01,6.924391457939997885e-01,-4.156226629211037249e-01
1.199999999999999956e+00,8.853109353408810112e-01,7.320141966787387100e-02,-2.480019753795340010e-01,-8.485984324363449183e-01
3.300000000000000155e-01,9.362225537912989282e-01,-9.696078206643184150e-02,-1.012317751805383637e+00,-1.104484281332119178e+00
-1.209999999999999964e+00,9.541833189171012863e-01,1.853960438244691977e-01,-7.829344166251982484e-01,-1.042068917239959092e+00
-2.439999999999999947e+00,9.379859884779775392e-01,-1.042747409654996155e-01,1.436197072370989647e-01,-6.281764390137283272e-01
-1.209999999999999964e+00,8.912452701927709997e-01,-1.505421503580275412e-02,8.005605841510585741e-01,3.377814110722731494e-02
-6.600000000000000311e-01,8.209320024742556843e-01,-5.163512733671678408e-03,6.761977677899493333e-01,7.368370471744304373e-01
-9.200000000000000400e-01,7.382941529574743589e-01,1.487968492254857812e-02,5.829251227080965714e-02,1.248014911862412202e+00
-2.439999999999999947e+00,6.541263431942442308e-01,9.917216923499320991e-02,-4.664840082904574969e-01,1.398499817660994404e+00
-1.199999999999999956e+00,5.811003023467878892e-01,-1.523129203575706581e-01,-5.381711644451286913e-01,1.144128808509822903e+00
-9.200000000000000400e-01,5.273680686255574068e-01,9.021029554208458145e-02,-2.048183106241271978e-01,5.758933295048717094e-01
-6.600000000000000311e-01,5.001304423692488621e-01,-1.361588800286267220e-01,1.835074556362189524e-01,-1.226608848090819520e-01
-9.200000000000000400e-01,4.994227167236129916e-01,2.453041752372491502e-01,3.243446317723109318e-01,-7.465379213807722403e-01
1.499999999999999944e-01,5.232450082169752825e-01,-1.286017723200378049e-01,2.494156701438730861e-01,-1.138209249579741345e+00
6.400000000000000133e-01,5.630349568213132150e-01,-1.232434361794244870e-01,1.233168394420921105e-01,-1.227721946415899268e+00
4.899999999999999911e-01,6.087203275290181681e-01,1.603200237961211472e-01,-8.528436188006478791e-02,-1.033552586480904534e+00
1.499999999999999944e-01,6.474334860078130305e-01,-3.453582901979321274e-02,-3.732815390523765431e-01,-6.344581974049552375e-01
9.300000000000000488e-01,6.675751428529936859e-01,3.800523986416963484e-02,-3.893018211510684279e-01,-1.312606192950870609e-01
9.300000000000000488e-01,6.601208682486920942e-01,-6.917719106738735857e-02,7.865963344500076504e-02,3.789513494650402214e-01
3.300000000000000155e-01,6.196806237961306474e-01,-9.320461376722834201e-02,5.180213844910247500e-01,8.118800089979234524e-01
-6.600000000000000311e-01,5.467145673986899546e-01,1.800058554814610023e-01,2.924427809960842284e-01,1.090116718281788355e+00
-2.999999999999999889e-02,4.454967582964425299e-01,1.051764683926431632e-01,-3.048493364293478058e-01,1.143545135364064880e+00
1.070000000000000062e+00,3.262051395962076716e-01,-4.502929946284298102e-01,-3.707932294812842366e-01,9.251134829908791435e-01
1.070000000000000062e+00,2.012940726133377323e-01,4.465773945347022988e-01,2.133303734239375971e-01,4.413868594114384036e-01
1.199999999999999956e+00,8.593239467373854634e-02,-2.324759771035359301e-01,5.007299568578887916e-01,-2.164091534681760187e-01
1.499999999999999944e-01,-6.369728446715954007e-03,7.013343832451754412e-02,-1.052099442599845613e-01,-8.732024560932233337e-01
-4.400000000000000022e-01,-6.488603690430219673e-02,4.570929183337974627e-02,-8.227142462651947374e-01,-1.310775487753738311e+00
-9.200000000000000400e-01,-8.350995182598064392e-02,-9.797702314763932774e-02,-5.188466891503160650e-01,-1.348140082991525546e+00
-2.999999999999999889e-02,-6.138073018436774470e-02,5.646201564029668107e-02,5.994923478539440076e-01,-9.272841269799995123e-01
-2.999999999999999889e-02,-2.315568774797190001e-03,-7.931693617098314886e-02,1.155580894191416297e+00,-1.593980030031447725e-01
-4.400000000000000022e-01,8.399735971842299531e-02,1.201021038444714945e-01,4.309980189760874714e-01,6.949944825487309741e-01
-4.400000000000000022e-01,1.842088324948672473e-01,7.252339637336788214e-02,-7.614865904603803637e-01,1.317826232077567550e+00
-2.200000000000000011e-01,2.826967728747584174e-01,-2.063688995878706356e-01,-1.157601643499610589e+00,1.460909810758763028e+00
-4.299999999999999933e-01,3.654047198536225505e-01,-1.591472082009711408e-01,-4.059795742450697520e-01,1.052891014350375132e+00
-4.299999999999999933e-01,4.210288532414792062e-01,5.115761308013646591e-01,7.066519741215672168e-01,2.394468696216412729e-01
7.900000000000000355e-01,4.419324551845930094e-01,-1.676202820413733585e-01,1.031723474073974023e+00,-6.682807706066496989e-01
1.570000000000000062e+00,4.253396415065844316e-01,-2.068545618312981338e-01,2.167244950203536247e-01,-1.318179759648514526e+00
1.570000000000000062e+00,3.738859065982289009e-01,-2.416593224864860279e-01,-7.595300492998426911e-01,-1.458806284036722634e+00
1.199999999999999956e+00,2.957678997029298262e-01,7.733803047303821065e-01,-6.749700639046736228e-01,-1.044306044913930753e+00
1.499999999999999944e-01,2.026927264187211586e-01,-3.911696442652781713e-01,2.893194157090194230e-01,-2.489854195985261864e-01
-2.200000000000000011e-01,1.074253989087334965e-01,-1.791253150510046799e-01,7.719877317977291709e-01,6.098884422866183153e-01
-1.540000000000000036e+00,2.287959467988885665e-02,-7.020887292692716553e-02,1.534970833837001336e-01,1.205964413274238201e+00
-1.540000000000000036e+00,-4.099048455863859436e-02,4.768680176883391963e-01,-6.783685277256735757e-01,1.339612451141554805e+00
-1.929999999999999938e+00,-7.592155179221897476e-02,-1.529275793390414695e-01,-6.760799587426756796e-01,1.006309540963567395e+00
-1.540000000000000036e+00,-7.991560606551433021e-02,-2.601257790810258541e-01,8.103144859854180537e-02,3.800413128602502244e-01
-6.600000000000000311e-01,-5.312334940958307605e-02,-1.780476177752492867e-02,7.251028273602210250e-01,-2.812425444272796948e-01
1.499999999999999944e-01,-2.367813168155055280e-03,3.860007723974356320e-01,6.606004207244695614e-01,-7.545210777659648871e-01
9.300000000000000488e-01,6.554939195581775679e-02,-1.549097729939948598e-01,3.440328398257173903e-02,-9.345971111785961183e-01
1.070000000000000062e+00,1.393852980053360557e-01,-1.385117378814623712e-01,-5.562964929020266514e-01,-8.500833223970732933e-01
9.300000000000000488e-01,2.110935756409474950e-01,-8.083973695844402785e-02,-6.438332470502278193e-01,-6.088379438402008459e-01
