Original Signal,Approximation,D 1,D 2,D 3
-1.000000000000000056e-01,5.031724740605040269e-01,-9.883649671708936990e-02,-2.508703886848429043e-01,4.846755634065106344e-01
-8.599999999999999867e-01,4.663253936792500776e-01,-1.175202987628948537e-01,-6.650865153046663369e-01,1.536817978808489860e-01
-2.500000000000000000e-01,4.362503280452452170e-01,-3.286352586135735665e-01,-2.751372077721351839e-01,-1.481594899841776058e-01
-2.500000000000000000e-01,4.158895552971288989e-01,8.925339285974163150e-01,4.312526608377603710e-01,-3.463823772241186316e-01
5.500000000000000444e-01,4.096328911993830646e-01,-3.816371480736673871e-01,4.523255859401622003e-01,-4.282339891902290363e-01
1.439999999999999947e+00,4.177497543290116799e-01,-8.382880959638610019e-01,-2.914322029670731590e-02,-4.204869105524207673e-01
1.239999999999999991e+00,4.421099072598548285e-01,1.203879442032584235e+00,-1.906164545075232364e-01,-3.590496470521077899e-01
1.500000000000000000e+00,4.790533292694889034e-01,-4.138894888541763128e-01,-9.541033921182853761e-02,-2.616328711559334774e-01
1.280000000000000027e+00,5.279239752464063296e-01,-3.038956628326738296e-01,-1.270314593372732503e-01,-1.242346607763313293e-01
-2.500000000000000000e-01,5.826849785265588721e-01,2.494369142550891261e-01,-1.516458103945071342e-02,5.570303348125602017e-02
-6.199999999999999956e-01,6.408031699771749023e-01,1.237809325029482904e-01,2.680803238754831952e-01,2.585802903446075551e-01
5.200000000000000178e-01,6.958442241906420689e-01,-3.472778382476170989e-01,1.324062563565014394e-01,4.326119034658382212e-01
-1.700000000000000122e-01,7.457558522479470486e-01,3.588034955884860100e-01,-2.647572292337037059e-01,5.089725969259559779e-01
3.499999999999999778e-01,7.865653784926952552e-01,-1.674604009404877525e-01,-1.318369269370921470e-01,4.396343683761582133e-01
-2.500000000000000000e-01,8.174527542084918386e-01,2.632242950366790388e-03,2.367881400382924884e-01,2.261032248149003054e-01
8.000000000000000167e-02,8.374939516457678979e-01,-2.052421406570810736e-01,1.761222057699886323e-02,-7.116200201169262107e-02
6.099999999999999867e-01,8.476219365732192701e-01,5.278301055161432886e-01,-2.757438805925395142e-01,-3.503891926204291130e-01
9.799999999999999822e-01,8.491847677096840963e-01,-3.605496698859342874e-01,1.521265160748298262e-01,-5.154930511115242142e-01
1.610000000000000098e+00,8.430452111308461838e-01,-2.047222867667656265e-01,4.626543616015698079e-01,-5.112858244706204314e-01
1.889999999999999902e+00,8.312425654755812854e-01,4.945933356852837970e-01,-2.282110695413854251e-01,-3.453819638304668760e-01
4.600000000000000200e-01,8.146922391135730246e-01,-3.426968114459322257e-01,-7.891779102872283902e-01,-8.297821336914501522e-02
2.300000000000000100e-01,7.950208159197788005e-01,1.884814289410834121e-01,-2.220447629696843325e-02,1.880644837030484018e-01
-4.699999999999999734e-01,7.719343298134335729e-01,-1.730408755464881709e-01,9.722707603439668667e-01,3.834552685711222764e-01
5.899999999999999689e-01,7.467012761668860854e-01,1.134937004156827689e-01,6.154213529508744118e-01,4.513683694000478752e-01
5.899999999999999689e-01,7.201987348166646319e-01,-1.096479639526861949e-01,-5.590983608095029256e-01,3.812227566637821363e-01
-8.599999999999999867e-01,6.947831134991095947e-01,3.966656090131853163e-01,-9.849386109494930874e-01,1.970506687218790409e-01
1.100000000000000006e-01,6.721518939524243619e-01,-6.906122378131174244e-01,-3.582540279423745422e-01,-4.604753566135608850e-02
-6.199999999999999956e-01,6.554763727757998426e-01,4.812239325434441439e-01,4.828711509410653635e-01,-2.789656464329627883e-01
-2.999999999999999889e-02,6.478309036354357175e-01,6.813896409455118264e-02,8.577521341997642601e-01,-4.316328003691727866e-01
9.799999999999999822e-01,6.529159194604648997e-01,-2.523098189775210276e-01,5.529319953526248277e-01,-4.500203287394984319e-01
