Original Signal,Approximation,D 1,D 2,D 3,D 4,D 5,D 6
-8.000000000000000167e-02,4.924113808968186845e-01,1.163222575809427645e-01,8.462878132564632949e-04,-5.567640352983181939e-01,-2.489171898460978971e-01,9.005877854606098021e-02,-4.266741304125906686e-02
-9.200000000000000400e-01,4.905779349059252725e-01,1.154985582608167582e-01,4.150281841760551371e-01,-1.825723040625621407e-01,-1.861067727576212472e-01,1.254642462875498188e-01,-4.381769606802288219e-02
2.200000000000000011e-01,4.877034330117212546e-01,-5.043330845133666696e-01,4.615710362697647562e-01,2.639908063472967692e-01,-9.770500826091801927e-02,1.669585407203397209e-01,-4.147923318945576088e-02
-2.000000000000000042e-02,4.836943286861089542e-01,5.109311854174571899e-01,2.630537313531579047e-01,5.037682046378685330e-01,-2.511236917021214543e-02,1.999020348534809033e-01,-3.758123856018752429e-02
4.799999999999999822e-01,4.786996318288095908e-01,-1.785193285077232850e-01,-2.426295319013244689e-01,5.279801018746019814e-01,6.028421095687522269e-02,2.086705162137793002e-01,-3.358267875744927466e-02
9.200000000000000400e-01,4.728141443698820612e-01,-2.384927385223925556e-02,-5.363712074847476474e-01,4.376959898890463996e-01,1.665878158015001165e-01,1.962258309495061304e-01,-2.835870695955672316e-02
1.260000000000000009e+00,4.663066863766406889e-01,5.761343510823585534e-02,-1.948770762723167072e-01,2.706387729161250366e-01,2.495656437956543516e-01,1.707612630398468168e-01,-2.256196874182450629e-02
1.370000000000000107e+00,4.600240680303198104e-01,1.795423984698385489e-02,5.698101132555981330e-02,1.224805349150316358e-01,2.805691287341449125e-01,1.399689430489119424e-01,-1.961500251732567479e-02
1.169999999999999929e+00,4.545700634296988007e-01,-1.356361359797575439e-02,-7.575163262930803554e-02,3.886197256226242569e-03,2.374099563361453114e-01,1.052620857980113844e-01,-2.089388248026396999e-02
-2.200000000000000011e-01,4.498223209977049164e-01,1.221099354748070853e-01,-8.278981091161069505e-03,-1.669774232905915368e-01,1.088147127371750789e-01,6.893066468640163258e-02,-2.591015632769935739e-02
1.199999999999999956e+00,4.451118058983827286e-01,-6.800400400397664802e-01,1.599212325157986503e-01,-3.870739363502749830e-01,-4.779748167880118470e-02,3.200848482383467086e-02,-3.335754815838606890e-02
-9.200000000000000400e-01,4.397831176489966909e-01,1.015104775832571526e+00,1.007057481121594739e-01,-5.205578102874748314e-01,-1.538713540534237811e-01,2.847011787038722375e-03,-3.870106829925540337e-02
-5.200000000000000178e-01,4.333231116335453659e-01,-7.628703927420237285e-01,5.540159367074443120e-02,-4.694679987600923199e-01,-2.121374777757914776e-01,-1.945446672637629604e-03,-3.889818175955761514e-02
-3.099999999999999978e-01,4.260989322449582617e-01,1.294436706312473984e-01,1.943307598870534503e-01,-2.293095597330688240e-01,-2.339648952410851579e-01,1.061777426445911776e-02,-3.624045466065198284e-02
-3.099999999999999978e-01,4.188834659167963714e-01,2.604153065727142224e-01,3.028909439251521452e-01,1.508175930494435879e-01,-2.018318348458413292e-01,2.635635621027254683e-02,-3.209754602883807539e-02
-8.000000000000000167e-02,4.119108457066850693e-01,-9.423942981337157798e-02,1.944195139290427754e-02,4.838970645856333075e-01,-1.404520574135639521e-01,3.232440173693751362e-02,-2.721300431266118758e-02
2.600000000000000089e-01,4.054413942680278327e-01,-5.345607730589044954e-02,-3.003984898282751614e-01,5.778142320585064606e-01,-6.610408586049235091e-02,1.363868162149267649e-02,-2.380857033961447655e-02
9.799999999999999822e-01,3.993962842177853356e-01,-2.633798835785561288e-02,-1.396562332969905618e-01,4.647853843179581834e-01,4.496097374104934818e-02,-2.436400239482067187e-02,-2.052877255111543175e-02
