Original Signal,Approximation,D 1,D 2,D 3,D 4,D 5,D 6
-9.200000000000000400e-01,-1.000249995620997451e-01,4.309702714880272456e-01,-1.260015204370552866e-01,-9.656745709954811518e-02,-2.871412841379634706e-01,-1.272021077252482590e-01,1.465346101366817311e-01
1.000000000000000056e-01,-9.753860312556551782e-02,-1.080257776075285614e+00,6.798224512554842947e-02,4.040618061832113028e-02,-2.623988917841342250e-01,-1.934830972520619752e-01,1.803950996147134778e-01
2.200000000000000011e-01,-9.509344456731227968e-02,6.187934837353339379e-01,2.030194901512323846e-01,1.705260409170185343e-01,-2.542509211643276812e-01,-2.479887402280331332e-01,2.078185401194332926e-01
1.020000000000000018e+00,-9.282555091272409742e-02,1.406332954870186946e-01,1.426541096602588210e-01,2.815906263838565127e-01,-2.453095700602725693e-01,-2.828197936611909213e-01,2.295033880963521233e-01
1.699999999999999956e+00,-9.110440951168065349e-02,6.243400265616427802e-04,9.206796214548018664e-02,3.710000124764708529e-01,-2.179330536876926960e-01,-2.980005403529562003e-01,2.475093110195424606e-01
1.610000000000000098e+00,-9.019872790167096643e-02,7.586720470817054363e-02,3.606285280386913872e-01,4.185372126872106135e-01,-1.630490899189339926e-01,-2.942135533204199294e-01,2.638217991891092518e-01
1.120000000000000107e+00,-9.035824530427018220e-02,-1.078621605267959804e-01,3.710552862574166832e-01,4.212410569929959658e-01,-9.660837560742729924e-02,-2.805925653098974570e-01,2.799528590984380894e-01
3.499999999999999778e-01,-9.146340065106919881e-02,-9.848059959770549820e-02,-4.457662335285769717e-01,3.671726330943587135e-01,-2.247005503527773479e-02,-2.654580896801758128e-01,2.964697195349441650e-01
-1.700000000000000122e-01,-9.307181747550821727e-02,-8.567052209126091444e-02,-9.828819454285857571e-01,2.240780277255920439e-01,6.000521661044290467e-02,-2.523182109781878513e-01,3.127175092318489336e-01
-5.999999999999999778e-01,-9.463068742950216106e-02,5.815032351002732969e-02,-5.150018882126783382e-01,3.562320739817481652e-02,1.526103864763583284e-01,-2.458604409997618978e-01,3.283188589636342192e-01
-1.459999999999999964e+00,-9.536957704149354176e-02,1.395278802491919934e-01,1.771866655599004803e-01,-2.097605571444383088e-01,2.498542983604293277e-01,-2.472059611948957958e-01,3.415754196857705427e-01
-2.350000000000000089e+00,-9.485422896710647700e-02,-6.360788259052807536e-02,6.682723055776309540e-01,-4.847510887288168924e-01,3.294462001687953889e-01,-2.563226337123206688e-01,3.508667222790701756e-01
-2.620000000000000107e+00,-9.287719356258547498e-02,-1.508369153489481640e-01,7.950577347691180075e-01,-6.600902141610185403e-01,3.743899312962447601e-01,-2.702413914616985657e-01,3.548269300659654402e-01
-1.459999999999999964e+00,-8.935824640994577406e-02,-1.088678326643259808e-01,3.473046754751313858e-01,-7.479250024053805124e-01,3.772143470349050842e-01,-2.870857208904651903e-01,3.526498916139132467e-01
-1.459999999999999964e+00,-8.449942533822413226e-02,5.102839280271184164e-01,-2.655239793633241696e-01,-5.902932568717166317e-01,3.513477950603441924e-01,-2.991627392972876498e-01,3.457999323623245358e-01
-2.100000000000000089e+00,-7.878096468868056590e-02,-2.015823386473847290e-02,-4.901020277813210035e-01,-1.608125468431811367e-01,2.978208785520864987e-01,-2.959334641331455851e-01,3.361984238883202192e-01
-1.659999999999999920e+00,-7.274832382571448652e-02,-4.701901022213627046e-01,-2.336488909916976664e-01,3.105458355521024116e-01,2.123299419715610203e-01,-2.766707811877661127e-01,3.257802863697424334e-01
-5.999999999999999778e-01,-6.688826951959887801e-02,3.971064686928615917e-02,-1.518527529454044567e-02,7.642061373478898911e-01,1.010389552045508899e-01,-2.414114233583976032e-01,3.157348828268162211e-01
-2.999999999999999889e-02,-6.168119421632137223e-02,3.372825275260705746e-01,-3.055262812785415338e-01,8.746245903378301323e-01,-3.969832055307515040e-02,-1.962980953232291159e-01,3.069435423991475620e-01
-3.099999999999999978e-01,-5.730039846656907743e-02,7.985081859213583044e-02,-4.752353908714765929e-01,5.265861425245765837e-01,-1.939570529867599979e-01,-1.512080450657376229e-01,3.003474837980860679e-01
1.000000000000000056e-01,-5.353366882242414915e-02,-3.681811807186121666e-01,1.563187874561193791e-01,3.005615056264121510e-03,-3.442229132758199417e-01,-1.126833475216385549e-01,2.956421446846426160e-01
1.020000000000000018e+00,-5.017649687859546820e-02,-3.251221199837264764e-02,7.070881506893063051e-01,-5.625311390880872731e-01,-4.735891364842701456e-01,-8.682082492621012726e-02,2.923599477960563409e-01
9.100000000000000311e-01,-4.689048160193797637e-02,3.661477071206845069e-01,2.584457388026116798e-01,-8.120846016487874852e-01,-5.699755852145033108e-01,-7.373367387803755890e-02,2.883880208804044942e-01
2.200000000000000011e-01,-4.325220830716260123e-02,-4.812147252030968270e-02,-3.131660741416009142e-01,-5.934996640577713256e-01,-6.205326203452906642e-01,-7.151401370116197698e-02,2.814102058833479747e-01
2.200000000000000011e-01,-3.909582126867680585e-02,-3.391101920978683015e-01,-5.603173953429296805e-02,-1.368158811474743386e-01,-6.128768997949342046e-01,-7.580228842794500821e-02,2.703273250561131769e-01
5.799999999999999600e-01,-3.473856065052485786e-02,4.508471576873952780e-02,3.420072259335196208e-01,3.907509443304909014e-01,-5.519687271344263513e-01,-7.845171393498021062e-02,2.548433797236836496e-01
9.100000000000000311e-01,-3.060824704592781179e-02,1.850313072076255616e-01,8.051873124439840046e-02,7.408860686738046875e-01,-4.294540032532297436e-01,-7.262742160239754607e-02,2.357657975958186714e-01
3.499999999999999778e-01,-2.707252659512496273e-02,1.643484265939499922e-01,-2.417187690772758801e-01,7.689533928164832277e-01,-2.561728158126680421e-01,-5.128725279994544861e-02,2.141648059191881004e-01
8.000000000000000444e-01,-2.469840491537506066e-02,-3.657426131730889818e-01,4.872392809072106923e-02,5.263722862990150020e-01,-4.808104890175893265e-02,-1.232304485364460467e-02,1.918028684935685069e-01
8.000000000000000444e-01,-2.377450326230112765e-02,1.694856490118695214e-01,3.145192640318079658e-01,1.314728057471907241e-01,1.753102031730029986e-01,4.274442482804237387e-02,1.701192121439119020e-01
4.600000000000000200e-01,-2.447489727984078489e-02,9.187333604126796116e-02,-6.596254428618020249e-02,-3.074455257100393579e-01,3.735765827493725544e-01,1.078687178997057156e-01,1.508986873451553523e-01
3.499999999999999778e-01,-2.676663799703788565e-02,-1.462085933624101275e-01,-4.562055315508213305e-01,-6.616757061044167276e-01,5.217970375561361562e-01,1.725551837198132654e-01,1.350505788091865278e-01
-2.999999999999999889e-02,-3.023949060335066191e-02,4.869686340832235505e-02,-2.356007667092984148e-01,-8.192530208946848802e-01,6.126658639288162789e-01,2.291490752568506872e-01,1.220378407670817400e-01
-4.500000000000000111e-01,-3.421213003166752309e-02,1.196482162334028612e-03,1.125891172009600427e-01,-8.100041687098773480e-01,6.480187933685854773e-01,2.704166502234573444e-01,1.113621088568917950e-01
-1.090000000000000080e+00,-3.785533715601081817e-02,1.361645999810376373e-02,9.651710398350371589e-02,-6.438991822510029550e-01,6.350790686513312355e-01,2.945387224870984477e-01,1.014475799723724703e-01
-4.500000000000000111e-01,-4.070555538087454461e-02,-2.445967196763436657e-01,4.884369220658396626e-02,-3.891180376511517158e-01,5.845193248040070344e-01,3.056951788453414753e-01,9.100102028190296122e-02
-3.099999999999999978e-01,-4.268929657035853281e-02,3.051648227937688862e-01,1.326521184506450068e-01,-1.344072799136498686e-01,4.926587710618582361e-01,3.096916074187742174e-01,7.938428630646215955e-02
-7.600000000000000089e-01,-4.389191445522819257e-02,1.176686423256556036e-01,6.996831084405980006e-02,1.321795399143375072e-01,3.604266981933222369e-01,3.138247584219115982e-01,6.631291716436560346e-02
-7.600000000000000089e-01,-4.450953079303239524e-02,-2.690539096836988553e-01,-1.754795852323187688e-03,3.892090195067445801e-01,2.281888247175520579e-01,3.236406815147023774e-01,5.299098004641744630e-02
3.499999999999999778e-01,-4.493952990389634555e-02,-1.686016713791128052e-01,5.153089364321747357e-02,6.267391964154984674e-01,1.220857314733243548e-01,3.413141734044037312e-01,4.081764412222638194e-02
9.100000000000000311e-01,-4.569194652280631624e-02,3.606537595151683151e-01,-1.185503171236614167e-01,7.917518076187843867e-01,3.825291248860901439e-02,3.647155700463695638e-01,3.088528141404478511e-02
9.100000000000000311e-01,-4.695867077212029922e-02,8.200119563208874141e-02,-3.912792437529885037e-01,8.145197859782468131e-01,-1.966521934074449973e-02,3.885635246394034681e-01,2.353220300927824638e-02
1.320000000000000062e+00,-4.902044619175671691e-02,-2.744334416556771239e-01,-1.457983267710118436e-01,6.794485206964970825e-01,-7.885780608879089382e-02,4.062716631095512065e-01,1.904250984991798235e-02
1.219999999999999973e+00,-5.213096375566621254e-02,9.423529287239473806e-02,3.319202996082312174e-01,3.928765643704900112e-01,-1.459365529477411050e-01,4.100766909601970545e-01,1.734169995885664894e-02
1.020000000000000018e+00,-5.587272371094101353e-02,-4.991552191821679862e-03,1.852771283375916900e-01,6.709268142024199522e-02,-1.815826809338045300e-01,3.958701147231381556e-01,1.731097913062959459e-02
1.000000000000000056e-01,-5.989010609197727153e-02,6.668364527499826000e-02,-2.445006076614218427e-01,-2.040321771326416012e-01,-1.630450293923570992e-01,3.651228205678383465e-01,1.775839445641502756e-02
-9.200000000000000400e-01,-6.373775435100659248e-02,-1.081076882921950255e-01,-1.023173518265346749e-01,-3.602651852940879085e-01,-1.043643733814850760e-01,3.195054724191362938e-01,1.546936202946200267e-02
-1.459999999999999964e+00,-6.700911721092996098e-02,-1.298338849818501672e-01,2.774608010087489252e-01,-3.534162740597112662e-01,-2.735463928392423139e-02,2.643509750940112313e-01,8.025862649678333627e-03
-2.350000000000000089e+00,-6.961100712003309710e-02,1.772551100202638397e-01,2.678428664749706312e-01,-2.498822542212253417e-01,6.263121594655918223e-02,2.077865593695775726e-01,-5.136264592599748546e-03
-1.659999999999999920e+00,-7.167347164391277281e-02,-2.507226949628452717e-01,9.630853508458225853e-02,-1.062328358813882101e-01,1.494790364862738086e-01,1.568128890833951905e-01,-2.369808103362314178e-02
-1.090000000000000080e+00,-7.350896434401414659e-02,2.633514743499324462e-01,8.071923007881764978e-02,5.448240609094212594e-03,2.510890982409620387e-01,1.186657191172891812e-01,-4.608348853432508996e-02
