Column 1
0.35
0.35
0.3333333
0.3333333
0.31666666
0.31666666
0.3333333
0.35
0.35
0.35
0.3333333
0.3333333
0.31666666
0.29999998
0.29999998
0.28333333
0.29999998
0.29999998
0.31666666
0.3333333
0.35
0.35
0.36666667
0.36666667
0.36666667
0.36666667
0.36666667
0.38333333
0.39999998
0.43333334
0.46666664
0.5
0.5333333
0.54999995
0.56666666
0.5833333
0.59999996
0.59999996
0.6166667
0.6333333
0.65
0.6833333
0.73333335
0.75
0.7833333
0.8166666
0.84999996
0.8666667
0.8666667
0.8666667
0.8666667
0.8666667
0.8833333
0.9
0.9166666
0.9166666
0.9333333
0.9333333
0.9333333
0.9333333
0.9
0.8666667
0.84999996
0.8333333
0.8166666
0.8166666
0.8333333
0.8333333
0.84999996
0.8833333
0.9
0.9
0.9
0.9
0.8833333
0.8833333
0.8833333
0.9
0.9333333
0.9499999
0.98333335
1.0
1.0
1.0
0.98333335
0.9499999
0.9333333
0.9333333
0.9333333
0.9499999
0.9666667
0.98333335
0.98333335
0.98333335
0.98333335
0.9666667
0.9333333
0.9
0.8666667
0.8333333
0.8166666
0.79999995
0.79999995
0.7833333
0.7833333
0.76666665
0.73333335
0.7
0.6666666
0.6166667
0.56666666
0.5333333
0.5
0.48333332
0.46666664
0.45
0.43333334
0.41666666
0.38333333
0.36666667
0.35
0.31666666
0.28333333
0.26666665
