Original Signal,Approximation,D 1,D 2,D 3,D 4
-6.199999999999999956e-01,8.893295064414672435e-01,-2.561221463624244743e-01,-3.596720820727725698e-01,-7.169099315411345819e-01,3.666932803391622503e-02
-5.699999999999999512e-01,8.970968610148949418e-01,1.590253002317149056e-01,-4.594771268486595450e-01,-3.134754175475693017e-01,5.503004451866362612e-02
-3.499999999999999778e-01,8.993105900940525643e-01,-1.505653448735878308e-01,-7.846043354506833378e-02,1.115592435776460029e-01,4.978679052776333047e-02
-1.700000000000000122e-01,8.937729786698669354e-01,8.880836947622516853e-02,5.827644440847579155e-01,4.288852871862264271e-01,2.179905523279779961e-02
9.799999999999999822e-01,8.797666392580311134e-01,2.971847891264207675e-01,5.578815831721763985e-01,6.356551191366843767e-01,-2.066972818294051176e-02
1.649999999999999911e+00,8.576720063277154527e-01,-6.460231360511387022e-01,-1.166719186536685077e-01,7.289776379750051438e-01,-6.318909377738951560e-02
1.239999999999999991e+00,8.285488121524128280e-01,4.885831639850914399e-01,-4.594598632902561763e-01,7.004222617310520427e-01,-9.012450166669049023e-02
3.499999999999999778e-01,7.936969668098294850e-01,-7.192650263205836725e-02,-2.053152678428055988e-01,5.541114602569175984e-01,-8.989134581681430813e-02
-4.699999999999999734e-01,7.539880048182946437e-01,-5.474376161311850925e-02,1.699244053348604455e-01,2.589490684191093628e-01,-6.039637913314439138e-02
5.999999999999999778e-01,7.106712223391167260e-01,-5.368108188487370064e-02,3.501154261564202175e-01,-1.421695893058306792e-01,-1.449756749430110639e-02
6.300000000000000044e-01,6.657877243967722514e-01,-7.293632891074901259e-02,2.770844442037856958e-01,-5.249877869896644178e-01,2.716836836563834082e-02
2.999999999999999889e-02,6.209273208587883230e-01,2.845580146705460889e-01,-8.566132313357684158e-02,-8.147082256421394053e-01,5.181892228312132836e-02
-8.599999999999999867e-01,5.771294894047144242e-01,-4.087290349558442976e-02,-5.491060486870827928e-01,-9.181007360921822347e-01,5.406753169069612036e-02
-2.999999999999999889e-02,5.346172645614564178e-01,-1.937263005044000952e-01,-5.431957755069178884e-01,-7.715829233985643798e-01,3.412269274000063329e-02
-8.599999999999999867e-01,4.925015856874984110e-01,-8.970392759431330965e-02,1.484084750746385017e-01,-4.316183260054176629e-01,-3.016478573442785832e-03
-8.599999999999999867e-01,4.505372794867480435e-01,3.484137947113200712e-02,7.273458512500948769e-01,5.663184972368368042e-02,-5.373349640869158617e-02
4.199999999999999845e-01,4.096807383017344040e-01,4.942538598154906371e-01,3.758052148710246954e-01,5.751692931575812517e-01,-1.121794170586565276e-01
1.379999999999999893e+00,3.714343799554308267e-01,-3.516254340889614083e-01,-3.783021101909027073e-01,9.150766062187533079e-01,-1.588877849523480379e-01
1.330000000000000071e+00,3.376621978779639210e-01,-2.211997056076059065e-01,-5.018222111562444798e-01,9.649353060383861758e-01,-1.671640644096153427e-01
1.129999999999999893e+00,3.097780033851839643e-01,8.486509936781357066e-02,-7.951482225210916577e-02,6.778981622402003859e-01,-1.238520199566707641e-01
4.899999999999999911e-01,2.884795187799643612e-01,5.165605419486613004e-01,2.530180432367722387e-01,1.346480545240852089e-01,-3.291255032058910956e-02
1.709999999999999964e+00,2.745721932028455381e-01,-6.362159021150610716e-01,3.631541862043078939e-01,-4.223262453540915784e-01,8.570599771866804772e-02
2.029999999999999805e+00,2.689094723939587372e-01,8.104867861845141408e-02,2.260310262890622979e-01,-7.868192636479260926e-01,2.014333460498297645e-01
-2.500000000000000000e-01,2.716414697367354192e-01,3.805772177312575777e-01,-1.391881217107194257e-01,-8.480747495451315121e-01,2.932052308651654227e-01
-2.500000000000000000e-01,2.820132068622209220e-01,-9.015022216970323965e-02,-3.248953098006875373e-01,-6.207928559847399885e-01,3.524286138174765881e-01
-8.599999999999999867e-01,2.976614923968745052e-01,-2.375121713310019145e-01,-1.217064539208964485e-01,-2.346159631493411335e-01,3.678560423356098119e-01
-2.500000000000000000e-01,3.150567316039408761e-01,-9.154419307613482007e-03,5.949387982700727467e-02,1.745664199818737772e-01,3.261909437647763643e-01
-3.499999999999999778e-01,3.314901900282394287e-01,-7.448509571590093692e-02,-7.598626292133674187e-02,5.057045225178928849e-01,2.253360396435299673e-01
1.540000000000000036e+00,3.452905566365630508e-01,6.013579432731449570e-01,-1.521136667891755112e-01,7.147182313051730906e-01,7.746203160895395734e-02
1.229999999999999982e+00,3.558335670308311327e-01,-2.605529754117026364e-01,8.218373979298776444e-02,7.622910993769148602e-01,-8.868117812291860524e-02
1.560000000000000053e+00,3.634127922193629012e-01,-6.816618130357690042e-01,2.035650255093223726e-01,6.044995660336689447e-01,-2.327256194275252599e-01
7.500000000000000000e-01,3.678842055854362192e-01,7.510970662779394846e-01,4.413888504155973058e-02,2.660845049039060606e-01,-3.275160095505236790e-01
-2.500000000000000000e-01,3.688964605160086063e-01,-1.962517946751227149e-01,5.173320895449211310e-02,-1.881433113559137782e-01,-3.681358040788084152e-01
1.300000000000000044e-01,3.667753777679562122e-01,3.629382742852887284e-02,3.035093907424705750e-01,-6.279413642082183333e-01,-3.581388958880876161e-01
-8.599999999999999867e-01,3.623449465715526951e-01,-2.821665253531018824e-01,2.470820994934425918e-01,-8.750842243264682629e-01,-3.043889702433520417e-01
