Original Signal,Approximation,D 1,D 2
-2.999999999999999889e-02,-3.200272595321027591e-01,-1.703578860433967723e-01,-7.728226770843553417e-02
-2.999999999999999889e-02,1.452497080982902422e-01,-8.671648268414036687e-02,9.852590791905953271e-02
-1.700000000000000122e-01,6.830595479569752104e-01,2.786927850075342564e-02,1.975118508446245535e-01
-1.700000000000000122e-01,1.157635878894114789e+00,6.122227619892468137e-02,-3.616612825048898250e-02
5.799999999999999600e-01,1.405765758676074562e+00,1.155724736329032248e-01,-2.859893437555298679e-01
5.799999999999999600e-01,1.295277682061521496e+00,-2.878043164802402964e-01,-2.566266112203627880e-01
4.600000000000000200e-01,7.905328188272402468e-01,1.981525601367856715e-01,-2.926131316762074427e-02
-2.999999999999999889e-02,-9.593590853730012830e-03,-3.722523748177139491e-02,2.026303779889065126e-01
-2.999999999999999889e-02,-8.892911132281402509e-01,-3.870440995273789764e-02,3.012695085255615579e-01
4.600000000000000200e-01,-1.584869087920175890e+00,6.261889107159830659e-02,1.844347412124476837e-01
-4.500000000000000111e-01,-1.885036690156502104e+00,-3.153286333802177155e-02,-7.432913062224483225e-02
-1.700000000000000122e-01,-1.708922957748059801e+00,-2.030521936836508431e-02,-2.652983813467094665e-01
-4.500000000000000111e-01,-1.140048588058880430e+00,-4.173094912925001676e-02,-2.432256845624072017e-01
-4.500000000000000111e-01,-3.906699096734216892e-01,1.003269767221442593e-01,-3.198001201772684987e-02
-5.999999999999999778e-01,2.823978210661987065e-01,3.167728794603795472e-02,1.826133198012046543e-01
-1.459999999999999964e+00,6.722699921674115675e-01,-1.366818914456829070e-01,1.707917316654360695e-01
-1.459999999999999964e+00,6.924226572942474567e-01,-5.021305265316698685e-02,-2.976914381817008515e-02
-1.659999999999999920e+00,3.858049514680182424e-01,2.630632440196308264e-01,-7.949357500790367459e-02
-9.200000000000000400e-01,-1.086246599107067862e-01,-1.802491030161780805e-01,1.031609317490932570e-01
-4.500000000000000111e-01,-6.215426937793095963e-01,9.029655049728062960e-03,1.252991370710507535e-01
-5.999999999999999778e-01,-1.014144923701346235e+00,-1.388550373444418819e-02,-1.558844120698857638e-01
-5.999999999999999778e-01,-1.212294739015055800e+00,4.440748165237787259e-02,-2.746971876378506150e-01
-2.999999999999999889e-02,-1.209967800672688165e+00,9.680536028057146192e-02,8.743910463147852238e-03
-1.700000000000000122e-01,-1.047158075859137449e+00,-3.010078321062996110e-01,2.292757786557024224e-01
-7.600000000000000089e-01,-7.827573437444319548e-01,3.891755586771177833e-01,6.949916740145448135e-02
-1.270000000000000018e+00,-4.757325636390063450e-01,-3.158883452024746075e-01,-9.143450526907535847e-02
-2.999999999999999889e-02,-1.764054695340302736e-01,1.211618419699194565e-01,3.577134114351029209e-02
1.020000000000000018e+00,7.383770146732900053e-02,9.589196889881083929e-02,1.169240678580665549e-01
1.120000000000000107e+00,2.420104641382802568e-01,-2.078576491039532959e-01,-8.935019253844689313e-02
1.320000000000000062e+00,3.096668778411098000e-01,1.501188554727975188e-01,-2.258880435781560614e-01
1.419999999999999929e+00,2.784502511954675685e-01,1.909269246911930035e-02,-5.047201385805081750e-03
1.699999999999999956e+00,1.762270185041775461e-01,-9.763796837889568425e-02,2.303486684880189372e-01
9.100000000000000311e-01,5.475994026996030412e-02,-4.087816642553881302e-02,8.753053617220228622e-02
-2.999999999999999889e-02,-2.510993290031629868e-02,2.002669008434477538e-01,-1.850970051090365387e-01
-4.500000000000000111e-01,-9.794483353785410351e-03,-1.374504326608460003e-01,-1.169936346891431722e-01
-3.099999999999999978e-01,1.223477937057298182e-01,1.532461991968597607e-02,1.675093101845003818e-01
-1.700000000000000122e-01,3.531323095959786329e-01,-8.743118993193065014e-02,1.713608387033157543e-01
-7.600000000000000089e-01,6.231581197440437814e-01,1.406770417432110232e-01,-9.653419825535702881e-02
2.200000000000000011e-01,8.494500845377827014e-01,9.874781122785390719e-02,-1.733199033319940685e-01
3.499999999999999778e-01,9.536044022476798387e-01,-3.808848671962338228e-01,2.549789259795921109e-03
1.020000000000000018e+00,8.858760186117704549e-01,3.556661103345338804e-01,5.725176876741802645e-02
5.799999999999999600e-01,6.474193292874201866e-01,-1.663099032527467769e-01,-4.693320855753858184e-02
4.600000000000000200e-01,2.835304046492795327e-01,4.664054081120651285e-02,-3.639751720723162997e-04
3.499999999999999778e-01,-1.298892361187879152e-01,3.809573890445835248e-02,1.586341241602195751e-01
4.600000000000000200e-01,-5.179532264981689949e-01,-1.182134567056794261e-01,1.044379685555750920e-01
6.899999999999999467e-01,-8.325680049681773998e-01,1.534822963268472895e-01,-1.142432425201791169e-01
2.200000000000000011e-01,-1.061705392218431854e+00,-2.041259387027526406e-01,-1.553043708064464623e-01
5.799999999999999600e-01,-1.227906025870847406e+00,2.214281559474093608e-01,-7.647877251961952144e-03
3.499999999999999778e-01,-1.360915974921720339e+00,-1.588151221377040456e-02,4.263540367396430331e-02
3.499999999999999778e-01,-1.479733780838259349e+00,-2.012767564823190192e-01,-3.455309154060740712e-02
-1.700000000000000122e-01,-1.575970052473570249e+00,3.345769008965706476e-02,4.084085125723359994e-03
-3.099999999999999978e-01,-1.620713877319206908e+00,2.435268085560971241e-01,1.632423644498360582e-01
-1.700000000000000122e-01,-1.584317471246409204e+00,-9.748667915068814915e-02,1.391679430726961708e-01
-2.999999999999999889e-02,-1.455574651977016964e+00,-1.532540090105113662e-01,-1.242589018266270356e-01
6.899999999999999467e-01,-1.254082097363883541e+00,-7.158739648671083589e-02,-2.454508333746619198e-01
1.120000000000000107e+00,-1.022976933455752135e+00,3.767960648977828342e-01,-2.983125144238881615e-02
9.100000000000000311e-01,-8.125040573817836620e-01,-1.309411148593149776e-01,1.638859264563972684e-01
4.600000000000000200e-01,-6.571682566066281428e-01,-2.457131570064626236e-01,5.894283456842887986e-02
-3.099999999999999978e-01,-5.627530486844365409e-01,1.373388858202225782e-01,-5.669810294893156549e-02
-7.600000000000000089e-01,-5.030038451942761002e-01,7.068116238110659644e-02,4.819709404546593939e-02
-1.649999999999999911e+00,-4.353549300641563202e-01,9.947424583087635663e-02,6.665802181507114732e-02
-2.620000000000000107e+00,-3.183085085089817357e-01,-2.332036381789103774e-01,-1.633013960108916085e-01
-1.649999999999999911e+00,-1.322379800815715323e-01,-3.746351670644085599e-03,-2.018924217163039492e-01
-4.500000000000000111e-01,1.092486574778491759e-01,1.311496838963952805e-01,1.685565899425475744e-01
1.000000000000000056e-01,3.605808464605980701e-01,7.918096896700504983e-02,3.935043082095358580e-01
-2.999999999999999889e-02,5.530702607762473244e-01,-1.107817312906914237e-01,4.075247109766360482e-02
4.600000000000000200e-01,6.225446739741774538e-01,-2.216127741669124962e-01,-4.222749141617533342e-01
8.000000000000000444e-01,5.325050432231792641e-01,4.081642241589925058e-01,-3.422847687552155183e-01
2.200000000000000011e-01,3.002490660768118436e-01,-2.632261055769657965e-01,1.490791211546134143e-01
-7.600000000000000089e-01,1.549795911293504278e-03,1.530453896723792118e-01,3.965538903411515714e-01
-1.090000000000000080e+00,-2.473181617238555119e-01,-1.842764183799346367e-01,1.459599942692807184e-01
-1.090000000000000080e+00,-3.258316203245673059e-01,1.344286630585055653e-01,-1.902667607149281515e-01
-1.870000000000000107e+00,-1.613367080413991017e-01,-2.596972921101822415e-02,-1.520630321336165214e-01
-2.100000000000000089e+00,2.407299095172530656e-01,1.407032270090476968e-02,1.191148639248044289e-01
-1.870000000000000107e+00,7.886224109648617420e-01,1.467379525467695477e-02,1.040805645569487653e-01
-1.700000000000000122e-01,1.337279610667547081e+00,-1.641606937800249300e-01,-2.362268889330360888e-01
-7.600000000000000089e-01,1.741529307817823558e+00,2.497933620513208830e-01,-3.167703173232674363e-01
3.499999999999999778e-01,1.905723793573931735e+00,-1.544077597036703220e-01,1.213564160260146713e-01
1.020000000000000018e+00,1.813188207608757097e+00,5.341696414950308780e-02,4.980427731653153667e-01
9.100000000000000311e-01,1.514422200783496431e+00,-8.557987500150028570e-02,2.612893561007885168e-01
1.020000000000000018e+00,1.094275130813093133e+00,1.276799828827409056e-01,-2.689618040504478946e-01
1.000000000000000056e-01,6.298179370020837720e-01,-2.458944545241947485e-02,-4.240422673492498795e-01
2.200000000000000011e-01,1.693035110044327218e-01,-1.457035863879500015e-01,-1.234831135643035122e-01
-1.090000000000000080e+00,-2.652169974949412645e-01,1.531570384165549803e-01,1.810493992047681189e-01
-2.620000000000000107e+00,-6.576686179083283124e-01,2.351237503390980407e-02,1.994573208217587934e-01
-1.459999999999999964e+00,-9.806099072298145591e-01,-1.005598399164991524e-01,5.032787812007084166e-02
-5.999999999999999778e-01,-1.195176585926531088e+00,-2.592372432201314400e-02,-4.008405338407378810e-02
-3.099999999999999978e-01,-1.265909890762781931e+00,2.165641212568766502e-02,-1.334636757394108524e-02
4.600000000000000200e-01,-1.186612346879158952e+00,2.124635397486369093e-01,2.661997084227030186e-02
8.000000000000000444e-01,-9.897833630479612177e-01,-1.945030166005531636e-01,-3.250887020213519274e-02
1.610000000000000098e+00,-7.396226725876522412e-01,-2.318104142566985992e-01,-1.583046933020479941e-01
1.320000000000000062e+00,-5.014544470548669697e-01,3.969641196574949515e-01,-1.544057886375202193e-01
8.000000000000000444e-01,-3.128826491994429193e-01,-3.300539468488041341e-04,9.625577378437789877e-02
4.600000000000000200e-01,-1.736057581916134462e-01,-2.296030035104006939e-01,3.495137647370597511e-01
-2.999999999999999889e-02,-5.669004905730022637e-02,-1.114399445195858873e-01,2.196110346130974167e-01
-2.999999999999999889e-02,6.297586056767565110e-02,3.206076215935004803e-01,-2.107508661077409917e-01
-1.090000000000000080e+00,1.882252378490087419e-01,3.834555574011674905e-02,-3.878727535752647393e-01
-1.270000000000000018e+00,2.936626936145959599e-01,-2.688662790781430334e-01,-1.028470373975623603e-01
-1.090000000000000080e+00,3.445302724152454754e-01,-6.680591493731011243e-02,1.854693045456061729e-01
-9.200000000000000400e-01,3.215839816075474200e-01,2.818235566397466751e-01,1.251887062696570019e-01
1.000000000000000056e-01,2.380728181997283088e-01,6.956251535604743297e-02,-6.340136000074431469e-03
1.879999999999999893e+00,1.303497561046660091e-01,-3.442108932750127526e-01,9.405299763825511472e-02
2.700000000000000178e+00,3.045136484310434835e-02,6.554523381657077763e-02,1.966284256692673316e-01
2.770000000000000018e+00,-5.935714793516880944e-02,1.545717952734523559e-01,-1.304038001287089604e-02
2.919999999999999929e+00,-1.735647820949904607e-01,2.554914526954930598e-01,-3.487746960499901738e-01
3.069999999999999840e+00,-3.580732885569153923e-01,-7.527335063386205727e-01,-3.578720631653332651e-01
2.379999999999999893e+00,-6.333785382585529478e-01,5.698344832370102475e-01,4.252777064371589949e-02
8.000000000000000444e-01,-9.632631525362479463e-01,3.585235426869108621e-02,4.012858514451745351e-01
-5.999999999999999778e-01,-1.256449768782627485e+00,-2.529222988240696912e-01,2.838137436497613630e-01
-9.200000000000000400e-01,-1.404658887480339846e+00,4.011463266924025078e-02,-9.464431536346440410e-02
-1.270000000000000018e+00,-1.340002373626569598e+00,-9.290747840290668191e-02,-1.498262746768586340e-01
-9.200000000000000400e-01,-1.079545561779633012e+00,4.892529329855166975e-01,9.979601308217790623e-02
3.499999999999999778e-01,-7.282749615389895181e-01,-4.504803642371917327e-01,2.868804388878540279e-02
4.600000000000000200e-01,-4.327314777776049004e-01,-2.317089297920304769e-01,-3.935508734108437157e-01
9.100000000000000311e-01,-3.066061401578015211e-01,6.432807556556737749e-01,-3.676372704344331721e-01
1.020000000000000018e+00,-3.707976832691333713e-01,-2.465521642784010703e-01,2.973269740548879492e-01
8.000000000000000444e-01,-5.337104646406047870e-01,-2.549280833427479687e-01,6.398118192214828914e-01
4.600000000000000200e-01,-6.354840982753376943e-01,2.164287566762623516e-01,1.226866183764942081e-01
-9.200000000000000400e-01,-5.244054047979591626e-01,-3.148528609041384430e-02,-4.161225279237470986e-01
-7.600000000000000089e-01,-1.376240602656940704e-01,1.450315359908753432e-01,-2.105890385175306079e-01
-1.270000000000000018e+00,4.587434669678982502e-01,-2.379077926778656871e-01,1.871339671133280258e-01
-1.459999999999999964e+00,1.090730482042033822e+00,4.518031401252131651e-02,3.540075343028355886e-02
-1.270000000000000018e+00,1.545321202882290912e+00,1.175779904803671144e-01,-2.822455740094406140e-01
-9.200000000000000400e-01,1.661690494579791011e+00,-5.545535408432752944e-02,-9.334689828288821045e-02
-9.200000000000000400e-01,1.398696368856910066e+00,6.916227115548040372e-02,2.945706388517165264e-01
-1.270000000000000018e+00,8.509153899402204235e-01,-2.788253274776666957e-01,2.147068861399681061e-01
-5.999999999999999778e-01,2.093157037057021830e-01,3.123886839716893959e-01,-1.407469332274208229e-01
-1.700000000000000122e-01,-3.151323971982148420e-01,1.991070018774713027e-02,-1.329322335312909387e-01
-5.999999999999999778e-01,-5.709808115123440331e-01,-2.882054400570716601e-01,1.660497644426050523e-01
-4.500000000000000111e-01,-5.166519781824165936e-01,8.761542201190548884e-02,1.609483665066998304e-01
-4.500000000000000111e-01,-2.254096015677092835e-01,2.600696220300987016e-01,-1.946591802964549034e-01
-3.099999999999999978e-01,1.563203944126483336e-01,-1.959049174740644661e-01,-3.437939471777086697e-01
-9.200000000000000400e-01,4.769168533308207891e-01,-1.368904145580861764e-01,-6.367359865524574447e-02
-1.270000000000000018e+00,6.405220692327565635e-01,1.516338628113771680e-01,2.315854295245496630e-01
-1.090000000000000080e+00,6.399662260896036292e-01,1.211351794579554331e-01,1.983551710316830419e-01
-1.659999999999999920e+00,5.439728409922097718e-01,-1.381293581053719133e-01,2.846623534853326767e-02
-2.999999999999999889e-02,4.506654855457222220e-01,-1.241504021201007418e-01,1.435229663689106816e-02
-2.999999999999999889e-02,4.295257518814519782e-01,1.494308477501117283e-01,6.797627377503893953e-02
8.000000000000000444e-01,4.814787786885911247e-01,1.575877893103900529e-01,-3.312024533641270974e-02
5.799999999999999600e-01,5.416137633630695447e-01,-3.146343838180452046e-01,-2.149636606538196937e-01
8.000000000000000444e-01,5.207750191615219126e-01,6.450668816995469568e-02,-2.422794860983626675e-01
1.020000000000000018e+00,3.658039679961875845e-01,2.736940765348462867e-01,-7.567058472352487797e-02
4.600000000000000200e-01,1.047608578045868544e-01,-3.238808858536764146e-01,1.547624886569698432e-01
6.899999999999999467e-01,-1.526592026201809837e-01,1.172405219261455911e-01,3.124190910715642922e-01
-2.999999999999999889e-02,-2.647645860915112115e-01,2.426373413973817797e-02,2.506901585918257513e-01
2.200000000000000011e-01,-1.371896845114357055e-01,1.633049053542845810e-02,-3.855277532183270378e-02
3.499999999999999778e-01,2.134455203411038671e-01,-5.373881158340946748e-03,-2.464562996473960987e-01
