Original Signal,Approximation,D 1,D 2,D 3,D 4
-2.899999999999999800e-01,3.967835570308846371e-01,-1.273960028201386319e-01,1.004223106440220170e-01,-8.950523563586284537e-01,1.589668347657591518e-01
-4.400000000000000022e-01,4.271736077216692906e-01,9.615536527552930035e-02,-5.275792565217212182e-01,-5.677390428375972409e-01,1.738010566937873147e-01
-5.999999999999999778e-02,4.568331695993414487e-01,-1.438610620572077503e-01,-6.007776231368746611e-01,-1.007715344909456273e-01,1.649122378362946895e-01
1.199999999999999956e-01,4.822954050299475548e-01,2.770829753009367291e-01,1.286227835967866315e-02,3.085376933731034943e-01,1.303222820276148664e-01
5.600000000000000533e-01,5.005536114507699308e-01,-5.164097296075836896e-01,3.628096469032559557e-01,5.717441108670057170e-01,7.285334621188072068e-02
1.110000000000000098e+00,5.104743681616011886e-01,5.156329088675553063e-01,1.437255545748475360e-01,6.722763256700526879e-01,-3.815142572774032730e-03
1.129999999999999893e+00,5.125967428065275611e-01,-1.639082288398993059e-01,2.757825873773234876e-02,6.424100358243967079e-01,-8.634212803753855969e-02
1.429999999999999938e+00,5.079726527894807830e-01,-4.039510010800470563e-02,5.014629489484914021e-02,5.248338022261435087e-01,-1.515905423481128111e-01
1.250000000000000000e+00,4.978257459453335199e-01,-5.649987027949941731e-02,-1.220514818768634602e-01,3.178239287054937523e-01,-1.856935091587644526e-01
-5.999999999999999778e-02,4.832842629199158857e-01,1.326823156398309056e-01,-6.120084646675449241e-02,3.035013071048038233e-02,-1.895000380893972769e-01
-9.200000000000000400e-01,4.654225335422919052e-01,-9.560641765831562333e-02,3.073841751615192242e-01,-2.813291018938246513e-01,-1.715767229997210153e-01
5.999999999999999778e-02,4.460584670113042494e-01,4.315647907182982440e-02,2.626106615380218723e-01,-5.333321389572162063e-01,-1.462998310103282851e-01
-6.700000000000000400e-01,4.268705303775221505e-01,1.516596610986461341e-02,-1.491102320971212092e-01,-6.575219465278439035e-01,-1.240202532545057745e-01
-2.000000000000000111e-01,4.081611732573857121e-01,-1.173912187901660492e-01,-3.389090839978784464e-01,-6.324975100368827041e-01,-1.039992374469469599e-01
-2.899999999999999800e-01,3.890987797874602139e-01,2.142433510650565143e-01,-3.446396210310671560e-01,-4.848441647982705272e-01,-8.526122188409042402e-02
3.800000000000000044e-01,3.678959027984080588e-01,-2.941224181403957749e-02,-1.509196799978201609e-01,-2.540251777227173768e-01,-7.210782806113305576e-02
3.800000000000000044e-01,3.432023789932003299e-01,-3.356614229304720753e-01,3.407393130393929770e-01,4.624985737609678405e-02,-6.638220322916953131e-02
1.169999999999999929e+00,3.157436509546740488e-01,1.610298300141492778e-01,4.531201575400525261e-01,3.834439253338269293e-01,-6.343548497027484689e-02
1.620000000000000107e+00,2.876791734157878033e-01,4.574810645840594048e-01,-7.723075434718561227e-02,6.789155819937465752e-01,-5.266380096357132362e-02
1.689999999999999947e+00,2.616319999037823307e-01,-6.019023062756168052e-01,-3.620013305327610120e-01,8.117244045104592409e-01,-1.968018941468037061e-02
7.900000000000000355e-01,2.400144299482205035e-01,2.667803096186858181e-01,-6.196686127568672153e-02,6.681786137201343179e-01,4.195414312329403400e-02
1.199999999999999956e-01,2.241819958436076232e-01,-8.522548838173570063e-02,2.321536563168665745e-01,2.659404135374351386e-01,1.226730538864294756e-01
-5.100000000000000089e-01,2.150316212821681561e-01,1.461294549911923701e-01,2.604784368518755500e-01,-2.442615053926167623e-01,2.044367825921593051e-01
2.399999999999999911e-01,2.136780882453010455e-01,-2.461168862959703663e-01,1.368647475057142016e-01,-6.476638787619454218e-01,2.701131922629519955e-01
1.400000000000000133e-01,2.203415367164229810e-01,2.088879281713154623e-01,-8.269361636391599213e-02,-7.711823175278071929e-01,3.079529309149622862e-01
-6.700000000000000400e-01,2.339752747087810170e-01,-2.361319065269575513e-03,-3.149558688106830484e-01,-6.173201500293169497e-01,3.121352981888151357e-01
-9.200000000000000400e-01,2.524380206710770680e-01,-9.793354238918819399e-03,-3.814168359141423825e-01,-3.093515832307380808e-01,2.804254852901098549e-01
-6.700000000000000400e-01,2.723580046656088327e-01,-1.632513216357053265e-01,-1.046837103770936750e-01,1.370466260235687905e-02,2.124209663348323729e-01
-5.999999999999999778e-02,2.910637993622374187e-01,6.113429161586869665e-02,2.828401861303956322e-01,2.594187114576047559e-01,1.136007209769981374e-01
1.050000000000000044e+00,3.078838367938765974e-01,-2.490490495193126153e-02,2.885510499977231302e-01,4.366876255389866568e-01,-5.398290404475486557e-04
1.189999999999999947e+00,3.231694742602659876e-01,3.417934884108393967e-01,1.243492662317868987e-02,5.685348284642746108e-01,-1.082251830819923738e-01
1.250000000000000000e+00,3.380613657590806342e-01,-2.632912332553544732e-01,-9.095915751122897464e-02,6.170400759772769472e-01,-1.886199135176248876e-01
8.900000000000000133e-01,3.536420143552371775e-01,-1.933843731777544206e-01,-8.613738704201361410e-03,5.188066978600228696e-01,-2.293641927315633045e-01
6.199999999999999956e-01,3.697399420097546852e-01,1.849108324950892168e-01,6.785978636199527236e-02,2.265166983577444892e-01,-2.295746917105332685e-01
6.500000000000000222e-01,3.860230454884552853e-01,4.401821360829794721e-02,9.067472112216283520e-02,-2.110819479578434632e-01,-1.972411840158183882e-01
-6.700000000000000400e-01,4.024894758354615742e-01,-2.825317991696937175e-02,7.968358193738420137e-02,-6.388845954444771769e-01,-1.449637571498070265e-01
-9.200000000000000400e-01,4.185793663057117975e-01,1.025886093141810396e-01,4.346093017531549307e-02,-8.956496928406472158e-01,-8.687206595584889834e-02
-5.100000000000000089e-01,4.333644663664644181e-01,-2.002128897364416349e-01,-1.666773550700791640e-01,-8.778731530020226215e-01,-3.634436876343815487e-02
4.500000000000000111e-01,4.451458068984578409e-01,6.513363581992007156e-02,-4.678694649051134413e-01,-5.940554610256755241e-01,-2.814162268202072791e-03
-5.999999999999999778e-02,4.513381242953540262e-01,-3.135944073619170019e-02,-2.803075888905449675e-01,-1.502816956272176319e-01,9.226143164551022999e-03
1.000000000000000021e-02,4.505755494477463041e-01,1.187851775192853981e-01,3.393612527463630846e-01,3.370977321871478360e-01,7.550960491268563597e-04
1.050000000000000044e+00,4.432948270546478997e-01,1.076066212079786893e-01,4.768307901427102369e-01,7.465295845171778799e-01,-2.135898412724739417e-02
1.570000000000000062e+00,4.310667017754780672e-01,-4.380242080669106697e-01,4.370840648089683450e-02,9.745859913688091902e-01,-4.659504898362779729e-02
1.229999999999999982e+00,4.165235623173934587e-01,2.252607830377786335e-01,-1.788809248341863556e-01,9.602131303906302762e-01,-6.335633812337737591e-02
5.600000000000000533e-01,4.017483587655854005e-01,1.864800092421326771e-01,-7.207662189265151564e-02,6.722767583164632743e-01,-6.066531603798654138e-02
-1.199999999999999956e-01,3.876182494892515540e-01,6.107367230558295029e-02,2.371191310170783079e-02,1.691569515029717752e-01,-3.291535348201400646e-02
4.699999999999999734e-01,3.752194501554746986e-01,-4.983745081887528405e-01,1.342336668952267831e-01,-3.974264797593722864e-01,1.339078464919963782e-02
4.000000000000000222e-01,3.655539259846308786e-01,1.775452682592504605e-01,2.088394572776093305e-01,-8.445755133374137635e-01,6.319580420350495720e-02
2.200000000000000011e-01,3.589773017020810308e-01,3.390407933828111786e-01,-2.608335417364591666e-02,-1.023128468998807161e+00,1.026972036215115236e-01
-9.200000000000000400e-01,3.555781290747991874e-01,-1.360283735073326283e-01,-4.276537625855242886e-01,-8.890591355980592692e-01,1.223734080067790109e-01
-1.050000000000000044e+00,3.541475408077216502e-01,-1.823182789168895090e-01,-4.603521115032728206e-01,-5.098376615327776529e-01,1.194296523496207740e-01
-1.479999999999999982e+00,3.524607684018520870e-01,-1.404292496159897062e-02,7.099382213283868259e-02,-2.630361736793799393e-02,9.767353918721398409e-02
-6.700000000000000400e-01,3.493635936986916324e-01,2.058565967420644682e-02,6.040058557047205401e-01,4.217571248728392286e-01,5.894565413429398576e-02
4.600000000000000200e-01,3.447901494188482241e-01,2.976271069446100870e-01,4.022421129568808373e-01,7.359931181262749922e-01,3.981446021210151287e-03
1.320000000000000062e+00,3.396046852929149318e-01,-2.035455943806526447e-01,-3.230935157760819187e-01,8.463122998156070720e-01,-5.492830617582439290e-02
1.379999999999999893e+00,3.355447287968068015e-01,-6.417512664540764647e-03,-5.855481306780527806e-01,7.318385015176392949e-01,-9.810072279689364960e-02
1.030000000000000027e+00,3.334860993729023004e-01,-1.536417806765619787e-01,-9.761011908717182051e-02,4.182194742911834462e-01,-1.128360311009170697e-01
6.800000000000000488e-01,3.333705570767349635e-01,2.639887152176800256e-01,4.523069404781731029e-01,-2.140393362311113212e-02,-9.452624067313783462e-02
-9.200000000000000400e-01,3.351802119899410237e-01,-2.276981089965620653e-01,5.046668282548095741e-01,-4.552266515026808791e-01,-5.121260746273452458e-02
-2.600000000000000089e-01,3.386035044485811718e-01,1.661234758034663972e-01,1.165268609397713401e-01,-7.385709531709039322e-01,-3.510076183434693211e-03
-2.899999999999999800e-01,3.432756337901451404e-01,2.784107415783165090e-02,-3.096188670500026885e-01,-7.833320216914722023e-01,3.578952802618150242e-02
-3.900000000000000133e-01,3.485398985001190719e-01,-6.649122881363504767e-02,-3.707673414666969869e-01,-5.982265342762296267e-01,6.612673025429348372e-02
1.799999999999999933e-01,3.523050485002107157e-01,-8.718278882626021020e-02,-9.413501765232465401e-02,-2.547987523311316949e-01,8.267551690039016965e-02
-2.899999999999999800e-01,3.519729245047641397e-01,1.022142762049463027e-01,3.198159445737892848e-02,1.322744137473577941e-01,7.908310777728264074e-02
-6.700000000000000400e-01,3.459234842367572282e-01,5.070440066670415385e-02,-1.662796508767759862e-01,4.517787258309849951e-01,5.611060481665689631e-02
1.229999999999999982e+00,3.336868993611197820e-01,-3.741341785094886019e-01,-1.334133207019831957e-01,6.631843243488411144e-01,1.585381699085799956e-02
1.360000000000000098e+00,3.165228091480997707e-01,5.666032639404160465e-01,3.616231175017653454e-01,7.197770013640527598e-01,-3.029550235316051318e-02
1.530000000000000027e+00,2.967257818469063446e-01,-2.908597973829368244e-01,5.135081277312153469e-01,5.831086585831856128e-01,-5.915623451147752204e-02
6.199999999999999956e-01,2.757875136587084053e-01,-5.989546564324511185e-02,-6.073423343600996283e-02,2.860109509442148590e-01,-5.892350800536883676e-02
1.199999999999999956e-01,2.547552688045522373e-01,2.629742127772591309e-01,-3.937625476981774231e-01,-1.292994473470444050e-01,-3.449915590173807667e-02
2.999999999999999889e-01,2.346961970260851849e-01,-3.629846068914878709e-01,4.947580964154300875e-02,-5.468439933150262000e-01,6.754767170984930270e-03
-7.000000000000000666e-02,2.164728165271771476e-01,-3.860024961673527016e-02,3.432172172220125939e-01,-7.950074362223404911e-01,5.376500177072760650e-02
-9.200000000000000400e-01,2.011561943628911164e-01,6.254404196108637182e-01,-1.178588228177064462e-01,-7.975805575791035107e-01,9.318644758013852614e-02
-1.060000000000000053e+00,1.892385444516433424e-01,-4.791103512994310254e-01,-5.639622257294172325e-01,-5.498609216743122197e-01,1.204679738557520724e-01
-9.200000000000000400e-01,1.798569109572921154e-01,6.045899666656207039e-02,-2.389190413052778017e-01,-1.269507586857366865e-01,1.314568667823576564e-01
-9.200000000000000400e-01,1.716902434422773738e-01,-1.602673363917087868e-01,4.551695436891946556e-01,3.092758190781063066e-01,1.172554864222201260e-01
-1.199999999999999956e-01,1.637763245483216390e-01,1.772315991667685886e-01,6.034020024577176899e-01,6.390215298792397691e-01,7.701915407029140404e-02
3.499999999999999778e-01,1.562562989698600691e-01,1.973855655628695693e-01,1.413111696192954903e-02,7.985340176636110954e-01,1.976477582809261710e-02
1.010000000000000009e+00,1.508303416841617339e-01,-2.177534984899776038e-01,-5.790608243358774665e-01,7.459351947530232785e-01,-4.346428831723601893e-02
1.090000000000000080e+00,1.496349932781873837e-01,-1.507522477418560269e-01,-5.555812181495249913e-01,4.951984004532134498e-01,-9.889754794196976839e-02
4.600000000000000200e-01,1.542364418756441424e-01,2.296520235121531084e-01,-6.227889837853145538e-02,1.021626799027734733e-01,-1.337382198904082109e-01
1.700000000000000122e-01,1.655723858129325710e-01,4.827562201274813308e-03,4.772204243642320098e-01,-3.546533294838989381e-01,-1.460742729718214061e-01
1.700000000000000122e-01,1.836916784679113179e-01,-1.633378609834611195e-01,7.195565509677469551e-01,-7.453838039791463865e-01,-1.418428836222568878e-01
-9.200000000000000400e-01,2.082637697958314715e-01,1.493647026711266979e-01,4.140348991849921445e-01,-9.268154743419941832e-01,-1.289608415906365602e-01
3.499999999999999778e-01,2.390515476116817639e-01,-8.507736647352183434e-02,-2.143746111946848443e-01,-8.361791981250126238e-01,-1.156954558889836809e-01
-5.100000000000000089e-01,2.749545738663976557e-01,1.078203867837800589e-01,-6.081592511621668473e-01,-4.950782559600939159e-01,-1.083626259872751407e-01
-9.200000000000000400e-01,3.138606774639988717e-01,-7.988954395022883348e-02,-6.063193653875544875e-01,-3.348830837955172821e-03,-1.072840838981945072e-01
-3.900000000000000133e-01,3.532185127939151958e-01,-1.140667930067551655e-01,-2.897884709804020575e-01,4.730708850859955406e-01,-1.085117143469525036e-01
7.000000000000000666e-02,3.904979191930160742e-01,1.807478059368945733e-01,2.683012698035999732e-01,8.079309154631100220e-01,-1.099125625719466343e-01
7.399999999999999911e-01,4.244766811179216948e-01,3.657014469159637887e-03,6.115242219803799228e-01,9.349486850069118615e-01,-1.079448418483525546e-01
1.090000000000000080e+00,4.555137791555846638e-01,-3.279278656702970807e-01,3.794449648083874083e-01,8.246591413303709928e-01,-9.371221325023400273e-02
1.110000000000000098e+00,4.844891213470607361e-01,6.764683070817493205e-01,-1.205605840647193255e-01,5.132417646524966015e-01,-5.648442204996336619e-02
7.600000000000000089e-01,5.123069733857656960e-01,-6.172381050361744892e-01,-4.481835403411869034e-01,7.387924998690705014e-02,1.025572813448528617e-02
-2.000000000000000111e-01,5.393383848464613495e-01,5.835749450007261807e-02,-2.691470011200537416e-01,-3.906339718052452836e-01,1.053475316374296727e-01
-9.200000000000000400e-01,5.653458813926813820e-01,2.704804037826094576e-01,3.649666039431505027e-01,-7.504741292548663401e-01,2.136584140883405758e-01
-3.599999999999999867e-01,5.902744296812227898e-01,-1.127097803678179661e-01,5.843448389510546015e-01,-9.043466521846802442e-01,3.089413355514309956e-01
-5.400000000000000355e-01,6.138744569467747825e-01,-1.584640518070927831e-02,-5.358919350442712531e-02,-8.205403447975120335e-01,3.716353823061271933e-01
-7.299999999999999822e-01,6.351956362958581792e-01,-2.059280415028512390e-02,-6.245435261000723548e-01,-5.524795921982001978e-01,3.933506790809865317e-01
-5.100000000000000089e-01,6.530194063443405250e-01,5.709177697634168491e-02,-3.484209795898411399e-01,-1.922990820482430308e-01,3.713760273232114550e-01
-9.200000000000000400e-01,6.657731273419126294e-01,7.286691385723874370e-03,2.448776353751966894e-01,1.729003753025802337e-01,3.078881672879214548e-01
-1.199999999999999956e-01,6.721022527352997766e-01,-1.709997108183826109e-01,2.998453100398920657e-01,4.839216748183697847e-01,2.070722021602674490e-01
1.070000000000000062e+00,6.720996351093383447e-01,5.284373844910437990e-02,-9.241335986124647739e-02,7.236451624816260253e-01,7.497515345749232452e-02
1.250000000000000000e+00,6.668101141505740070e-01,3.064838791737860557e-01,-2.202211917197490210e-01,8.500660854500384778e-01,-6.977061089583419529e-02
1.479999999999999982e+00,6.576855295800622114e-01,-2.875159067470927643e-01,1.417484538811809337e-02,7.958614691825304233e-01,-1.967912027718850265e-01
1.050000000000000044e+00,6.466363213329500148e-01,1.641942007861551004e-03,1.708856137371893569e-01,5.279051457961125848e-01,-2.825784457041131126e-01
-6.700000000000000400e-01,6.349688741053176599e-01,1.298673240454588096e-01,1.851654651933153095e-01,6.213908143695839881e-02,-3.183687915230450916e-01
-2.700000000000000178e-01,6.234279927479507988e-01,-2.561890734379794199e-01,2.012873487740763911e-01,-4.797382082445983409e-01,-3.095740590226574995e-01
-9.200000000000000400e-01,6.129232032449636325e-01,2.581769187673004229e-01,1.012452764444862902e-01,-9.030118166782268307e-01,-2.731266126519595883e-01
-1.169999999999999929e+00,6.036536623866277651e-01,5.996765554021972477e-02,-1.881291700454360838e-01,-1.055845000756047147e+00,-2.231608476035782662e-01
-5.999999999999999778e-02,5.950934191092212000e-01,-2.537579760565032982e-01,-3.876270217383097627e-01,-8.732386199105796054e-01,-1.636279078370859452e-01
-2.000000000000000111e-01,5.863613045541635760e-01,1.969268185668698323e-01,-2.519482897420626810e-01,-4.164754368525854789e-01,-1.000647907207732334e-01
-3.900000000000000133e-01,5.758403689469080433e-01,-6.384137444000616279e-02,2.855062583761285022e-02,1.473188070210179335e-01,-4.410836696929142792e-02
